GPA_S1,Hopeless/unmotivated,Sleep_hrs,LAB_AVG,Programme prepares for career,Concentration in self-study,Adequate supervision,CA_AVG,Financial_diff,Employment_hrs,Can improve performance,Self-motivates,Sense of belonging,Manages time effectively,Early intervention provided,Persists when difficult,Peer study groups effective,Anxious about assessments,Takes rest breaks,Seeks help when stuck,Regular exercise,Participates in class,Considered break,Age_group,Understands content pre-exam,CLIN_AVG,Takes organised notes,Physical health affected,ATT_RATE,Lecturers approachable,Sets academic goals,Study_hrs_day,Completes readings,EXAM_AVG,Confident in clinical skills,Prepared for clinical assess,Rotations affect performance,Self_risk_percep,Schedule conflicts,Gender,Sleep difficulty,Year_study,ASSIGN_LATE,Health interferes studies,Sleep affects concentration,Feels prepared,Emotionally supported
1.08608080514175,4,3,0.8237696907976747,4,3,2,0.6678383897165002,0,0,2,2,4,3,2,1,2,2,4,3,1,4,4,3,3,0.9823111143440753,2,4,0.8662303092023252,2,3,3,5,0.7789454492551497,4,2,2,1,3,0,1,200,1,5,2,1,2
2.8168227305113223,3,1,1.0,2,5,2,0.6945126621063341,2,0,5,4,3,2,4,2,5,1,2,2,3,1,4,3,4,0.8396392831696755,4,2,0.6954873378936658,2,4,3,2,0.7406139589570072,2,2,3,2,4,1,2,300,1,2,2,3,1
3.7045411355846847,5,3,0.8291895197692694,2,3,1,0.9107568559307808,0,1,4,4,4,2,2,4,3,2,4,2,2,4,2,3,4,0.8499463757000502,2,2,0.89,3,2,2,1,0.7738379039538539,4,1,4,1,4,0,4,300,1,2,3,5,3
2.790441162214922,4,3,0.6643138015204161,2,5,1,0.8117646488596879,1,0,3,3,5,3,5,2,3,5,4,4,4,5,5,2,5,0.7751961259502601,3,5,0.7661273606945058,3,5,3,3,0.782156900760208,3,5,4,2,5,0,3,200,2,4,5,3,4
1.8720584552431552,2,1,0.9530876828647328,3,2,3,0.8991550102298728,0,0,2,2,2,1,2,2,2,3,2,2,3,3,4,3,2,0.9301842378514504,2,1,0.8213977033244784,2,2,2,2,0.6179415447568448,2,2,3,1,4,0,2,300,2,4,4,2,2
2.2625832987751795,4,2,0.8789295323709189,2,2,2,0.6172692467191478,2,2,2,3,1,1,2,2,1,3,4,3,1,3,1,0,1,0.6971217922134754,2,1,0.6813653766404261,4,2,3,2,0.9213653766404262,2,2,2,2,2,0,2,300,2,2,4,2,2
2.38813754562516,3,2,0.995255018250064,2,4,4,0.850177691625672,2,0,2,1,3,2,2,1,2,2,1,2,3,4,5,1,1,0.74255018250064,2,3,0.811352417874712,3,4,5,2,0.897627509125032,2,2,1,1,2,0,1,300,1,4,4,3,4
3.1363481146994783,5,5,0.9460319758527416,2,3,2,0.69,2,0,5,4,1,3,3,4,3,2,2,1,3,3,3,1,2,0.7225399698159267,4,3,0.8281740573497391,3,2,2,4,0.8281740573497391,5,3,3,1,4,1,4,300,1,4,2,3,3
2.6046491405118024,4,2,0.830140343795279,2,2,2,0.9492982810236048,2,0,2,2,5,2,2,2,2,2,2,2,4,4,2,1,4,0.8746491405118024,2,4,0.759578968614163,2,4,2,2,0.979719312409442,2,3,2,2,1,1,2,300,1,4,2,2,2
1.2494155667808595,4,3,0.8829926579809443,1,2,3,0.7016064592763077,4,0,5,2,1,3,3,3,1,3,3,2,2,4,2,1,3,0.8829926579809443,5,4,0.7770073420190557,2,4,2,2,0.9194889869714165,2,1,4,1,3,1,2,200,0,1,3,2,3
2.857538829475291,2,5,0.8426164884258733,2,3,4,0.6345232976851747,0,0,5,2,2,3,3,4,3,3,2,5,2,1,2,1,3,0.7301553179011644,3,3,0.9050776589505822,2,2,1,4,0.9894456387345923,4,2,3,1,3,0,5,300,1,4,3,2,4
3.727119355384983,4,3,0.8336954843079862,1,3,1,0.9265761289230036,2,1,4,4,1,2,3,4,3,2,4,2,2,4,3,3,4,0.8242387107699657,2,2,0.8965761289230034,3,2,2,4,0.9246748363060756,5,3,4,3,4,0,4,300,1,4,2,1,1
2.912950741899936,2,5,0.8336617206670943,3,2,2,0.6956830860333547,1,2,5,2,2,3,3,4,3,3,4,3,4,3,4,1,2,0.7377602368672226,3,4,0.9559014837998716,3,2,1,4,0.7331691396664528,3,5,2,1,3,0,4,300,1,4,3,3,3
2.3262530092868765,3,5,0.8634427662520335,3,3,4,0.8815692708954717,1,0,4,2,5,2,4,5,3,3,5,2,4,3,3,1,1,0.7087349535656184,4,5,0.7537469907131237,3,5,2,5,0.6271656826701468,1,3,3,1,3,1,4,300,2,2,4,3,1
2.712062948183566,3,3,0.924125896367132,3,2,2,0.8608974766730754,0,0,3,3,3,3,4,2,2,2,2,2,4,3,3,1,2,0.8963228419694057,4,3,0.9304487383365376,2,4,3,2,0.7,2,2,3,2,4,1,2,200,1,3,2,3,3
2.881435834262279,3,1,0.9120439289695482,1,3,2,0.689391905292731,0,0,4,4,2,2,3,3,2,5,2,3,2,1,3,1,2,0.8897803551522588,4,1,0.8928716685245585,2,4,2,2,0.6820439289695482,4,1,3,2,2,1,3,300,1,3,2,3,3
1.8678005178310455,5,3,0.9602404142648366,2,2,2,0.8680409320958825,0,0,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,0.7161176179771892,2,2,0.6924398964337908,3,2,3,2,0.62927875720549,2,2,3,1,4,0,3,200,2,3,4,2,2
3.094588205692084,5,5,0.8226989445247554,1,3,2,0.7775709499277201,2,1,5,4,2,3,4,4,3,2,2,1,3,3,3,1,2,0.5732387334297064,4,4,0.8997301055475245,3,2,2,4,0.997031161022769,5,3,3,1,4,1,4,300,1,4,2,3,3
2.7950336814533467,3,1,1.0,2,5,2,0.6960690227533324,2,0,5,4,3,2,2,2,5,1,2,1,3,1,2,3,4,0.8567592502866563,4,2,0.6939309772466675,2,4,3,2,0.7546212047799916,2,2,3,1,4,1,2,300,1,3,2,3,1
1.346193016723433,5,2,0.8394316200681196,2,2,1,0.816193016723433,4,0,1,1,1,1,3,3,2,2,2,2,2,1,1,3,1,0.6094316200681196,3,4,0.9881251210694824,2,1,3,3,0.8989204655517712,2,2,2,1,4,0,1,200,1,2,2,2,1
2.708443068700137,3,1,0.9242633648803285,2,5,2,0.750491090079781,2,0,5,4,3,2,4,2,5,1,2,1,3,1,4,3,2,0.9,4,2,0.8162277251994525,2,4,3,2,0.7331975236602464,2,2,3,1,4,1,2,300,1,3,2,3,1
1.8115330173187485,1,1,0.8910141476729132,2,2,4,0.7979481130354166,0,0,2,1,1,2,3,2,2,3,2,2,2,1,4,3,3,0.8941037739291671,2,2,0.7184669826812516,2,2,3,2,0.7569339653625032,2,2,3,2,2,0,3,200,0,4,5,4,2
3.390052741862104,5,3,0.7357120151384019,4,3,1,0.7551845965173635,0,0,2,3,4,2,5,1,3,2,3,2,3,3,5,3,3,0.8592616139305462,2,1,0.785026370931052,3,2,1,3,0.69,2,2,3,1,4,0,3,300,1,4,3,5,3
2.378845194231318,3,5,0.9915380776925272,2,2,4,0.8111498157715354,2,0,2,4,2,3,2,2,1,3,3,2,4,3,3,2,1,0.7053807769252718,2,4,0.8280786503836277,2,2,2,2,0.8957690388462636,2,2,2,2,1,1,3,300,2,2,4,3,2
2.510149646123623,3,2,0.8095510616291318,5,2,1,0.9407482306181136,0,0,2,3,1,3,2,3,2,2,3,2,1,3,3,1,3,0.6802992922472454,2,4,0.79,1,1,2,3,0.7443265924436977,4,2,2,1,4,0,2,200,1,1,2,3,2
2.6007631768274915,4,1,0.7753319634165475,1,3,1,0.6760951402440392,1,0,2,2,5,3,5,2,3,3,2,4,4,3,4,3,2,0.7141427103660586,3,4,0.9463329908541368,3,2,3,3,0.7141427103660586,2,3,2,2,3,0,4,300,1,4,2,3,3
2.7816735634578453,5,5,0.8761226057630753,4,2,3,0.8317149442049161,2,1,2,2,5,2,5,3,2,2,3,2,2,1,3,3,4,0.9094283519316946,5,2,0.7622452115261505,3,4,5,3,0.8038773942369247,2,2,4,3,3,1,3,300,1,3,2,2,2
3.03965406537086,3,3,0.8271922763755915,3,3,1,0.7728077236244085,2,0,4,2,2,4,2,3,2,3,1,4,4,4,3,1,2,0.6563073165070973,2,4,0.9,3,1,2,2,1.0,2,2,3,3,2,0,3,200,1,3,3,3,4
2.689027361342742,4,5,0.7112157983215727,2,2,3,0.5948631932862908,1,2,2,2,5,2,3,4,3,4,4,3,5,3,4,3,2,0.7509726386572582,3,4,0.9982978823497982,3,2,2,3,0.9997568403356856,1,3,2,2,3,0,4,300,1,1,3,4,4
1.089364168877215,4,1,0.8416377836725735,4,2,2,0.8226397362223619,0,0,2,2,4,3,2,1,2,2,4,3,1,4,4,3,3,0.9160886015320682,2,4,0.8289980474502116,2,3,2,4,0.8468208443860752,4,2,2,1,5,0,1,200,1,5,2,1,2
1.813542213588141,5,1,0.8723977475584934,1,2,1,0.9645778641185904,4,0,2,4,3,2,3,4,2,3,2,1,3,2,2,0,4,0.9805178252652246,2,4,0.8892645437363788,2,2,3,2,0.687084427176282,2,2,3,1,4,0,1,300,2,3,2,2,2
2.682855030122349,2,5,0.8835724849388251,3,4,4,0.7734504442788206,0,0,4,3,5,3,3,2,4,3,4,3,4,3,4,1,2,0.8934504442788206,5,3,0.8780917168705829,3,4,3,4,0.6976183433741165,2,3,3,2,3,1,4,300,1,3,4,3,3
2.360460714229974,4,3,0.9581571430801036,2,2,1,0.6423035711498707,2,2,2,3,2,2,2,1,2,3,2,3,4,3,4,1,1,0.7853928577002588,2,3,0.5950678565297154,3,4,1,3,0.8518428569198965,3,2,3,2,3,1,2,300,1,4,4,3,3
1.3163783024352718,4,1,0.8993649170757507,4,2,2,0.5914864390220448,0,0,5,2,4,3,3,3,1,2,5,2,2,4,2,3,3,0.89,3,4,0.7631891512176359,2,3,2,5,0.93,2,2,2,1,5,1,2,300,1,2,1,3,3
2.53,4,1,0.7637587379335844,2,2,2,0.8,2,0,2,2,5,2,2,2,2,2,2,2,4,4,4,1,4,0.8481206310332078,2,2,0.7551365010587523,2,2,2,2,0.9125968259948912,2,1,2,3,1,1,2,300,1,4,2,3,2
2.1766463451074127,4,5,0.6496908676694226,3,3,1,0.5715456616528867,2,4,2,1,5,2,3,2,3,5,2,1,2,3,5,1,3,0.7292271691735566,1,3,0.6898454338347113,3,3,2,5,0.7678360736859586,1,2,3,3,2,1,2,300,2,2,4,1,3
1.5049468981434224,5,1,0.7914690299859639,3,3,1,0.9928318562587726,0,0,2,2,4,4,3,5,3,3,3,5,3,1,1,2,3,0.7978849581153502,3,1,0.9235486706328954,2,4,3,2,0.6542300837692996,3,1,4,1,4,0,2,200,1,3,4,2,1
2.4914363170336538,5,2,0.7728726340673074,5,5,1,0.4470460370793285,1,0,3,3,5,2,5,2,5,5,2,4,4,4,5,2,5,0.7285907925841343,5,5,0.6514634266514416,3,2,5,5,0.6215447555048057,5,2,5,2,5,1,2,200,1,5,5,4,5
2.424331319237424,3,2,0.9976658373330568,5,2,5,0.8006669036191266,1,0,2,3,3,5,4,2,2,2,3,1,3,3,4,2,3,0.6,4,4,0.7060021325721394,2,4,4,2,0.9916637047609174,3,2,3,2,3,1,4,300,1,3,3,3,3
2.3814552009164296,3,5,0.8174533983962476,2,3,1,0.9441791963342804,1,0,4,1,5,3,2,3,3,2,2,1,2,3,3,1,4,0.755457003436612,4,2,0.8918190011455374,3,1,5,3,0.7903638002291075,1,2,1,1,4,1,3,300,1,1,4,4,1
2.3788194326719587,3,2,0.9317592435626112,2,4,3,0.7061689598985903,2,1,2,3,2,3,2,2,4,3,3,2,4,3,5,2,3,0.6767708509920624,2,1,0.7,3,3,4,3,0.9061689598985904,2,3,2,2,2,0,4,300,1,3,4,3,3
2.795888977841392,3,5,0.9176106218723457,2,3,1,0.7123893781276545,2,0,4,3,2,3,2,1,3,5,4,2,5,2,2,1,4,0.8153338670483503,3,2,0.8588897784139171,3,1,1,2,0.9423330664758248,2,4,3,1,3,0,4,300,1,5,3,2,1
1.9400627047182504,2,1,0.9722980454279616,3,2,3,0.9200627047182502,0,0,2,2,2,1,2,2,1,3,2,2,1,3,4,3,2,0.9061490227139808,2,1,0.7861490227139808,2,2,2,2,0.6385097728601925,2,2,3,1,4,0,2,300,2,4,4,2,2
2.234011231247752,3,3,0.6470227334303371,2,3,1,0.5848863328483143,1,0,3,2,2,2,2,2,3,5,5,3,1,2,5,1,2,0.7225568335758429,3,2,0.6885113667151685,3,3,2,1,0.74915913401236,3,2,4,2,3,1,3,200,2,4,2,3,2
2.48704596092813,3,5,0.8495076601546883,3,2,5,0.9204923398453118,1,2,2,2,3,3,3,4,2,2,2,2,4,3,4,1,2,0.8428920611859438,2,3,0.6695076601546883,2,1,5,3,0.6931692200515627,2,3,3,1,3,1,5,300,1,3,3,4,3
2.8394913055965034,2,5,0.8301695648011655,3,2,5,0.7966101450662781,1,0,2,4,2,4,4,3,2,3,3,4,4,4,3,2,2,0.7255934768040794,4,5,0.773728984536053,5,1,1,5,0.6916949274668609,2,2,4,1,3,1,4,300,1,3,3,3,2
3.106367697009996,5,1,0.922047823255831,2,2,1,0.7664798106312475,2,0,4,1,2,2,2,5,2,2,3,4,4,4,3,3,2,0.6576158358804145,2,4,0.6368161514950019,3,1,1,3,0.778863974750833,3,3,4,3,2,1,4,300,1,4,3,3,1
3.2689383316174903,5,2,0.9168077387080392,4,2,3,0.6963845225839218,4,0,2,3,4,2,5,4,2,5,2,5,3,3,3,3,2,0.6919153567751766,2,5,0.8836154774160782,3,2,2,2,0.8772309548321562,3,1,4,1,4,0,3,300,1,1,2,5,3
2.5791191060997507,3,3,0.8457692369692416,1,3,1,0.67,1,0,3,2,2,2,2,2,3,5,5,3,1,2,5,1,2,0.756563277634247,3,2,0.6869602979667497,3,3,2,1,0.6508808939002492,2,2,4,2,2,1,3,200,2,4,2,3,2
2.854490824486595,2,3,0.9542993882991064,2,2,4,0.6885987765982127,2,0,4,3,1,3,1,2,2,5,3,3,3,4,4,3,2,0.8745865425803397,2,2,0.7441079521116175,2,4,4,3,0.9299042819062556,4,1,1,3,2,1,3,300,1,1,2,2,2
2.774451760996677,5,1,0.8831976454360462,3,2,2,0.9006894143147846,0,0,4,4,2,4,3,2,2,2,4,2,3,4,4,3,2,0.8909717649377077,3,2,0.79,2,4,5,2,0.8104070636918614,4,3,1,3,2,1,3,300,1,2,2,4,2
1.9377979765242324,4,3,0.9376998554660166,5,2,2,0.8,2,0,2,3,2,2,2,2,2,2,2,1,2,2,4,1,3,0.9053997109320332,2,3,0.6961500722669917,2,2,3,2,0.7123001445339834,3,2,3,1,4,0,4,300,1,3,2,2,2
2.7486075390145968,3,3,0.999204308008341,2,2,2,0.9990053850104263,1,0,1,4,3,3,4,2,2,1,3,2,5,1,3,1,3,0.891094076488531,2,2,1.0,1,2,3,2,0.6999005385010426,2,2,1,2,4,0,4,300,1,1,2,3,2
2.540624364418592,3,1,0.8470042007618261,3,2,1,0.89,0,2,4,2,3,4,4,4,3,2,2,2,2,4,4,1,3,0.6922193235044005,4,5,0.79,2,1,5,2,0.79,4,2,3,1,4,1,2,300,1,3,1,4,4
2.9188492269963846,2,5,0.881466372189099,2,3,4,0.7381670347636263,2,0,4,3,1,3,2,1,3,5,4,3,3,4,3,1,4,0.8689002208581758,2,3,0.9429837382399888,2,1,2,3,0.7756008834327032,4,4,5,1,3,0,2,300,1,1,3,1,3
2.488116998701269,3,2,0.754525385614409,5,2,5,0.8726423843156773,4,0,2,3,2,5,4,1,2,4,3,1,1,3,4,2,4,0.6877373071927955,4,4,0.8975474614385591,2,4,4,2,0.7938686535963978,3,2,3,2,3,1,4,300,1,3,3,3,3
2.327400159383907,3,1,0.878153723550841,2,2,3,0.8355538829347477,2,0,3,2,3,3,4,2,2,2,2,2,1,3,4,2,3,0.6259231382245796,2,2,0.8851846276449159,1,3,5,3,0.7629615691122897,3,3,2,2,3,0,3,300,1,4,3,2,4
1.5442387407203786,5,1,0.8224177962606625,2,3,1,0.9545523611492902,0,0,2,2,2,5,3,2,2,2,3,4,3,2,2,1,2,0.771820944459716,3,3,0.9512088981303312,2,2,3,2,0.6760596851800946,2,2,3,1,4,0,5,300,1,2,5,2,2
2.3878509549607734,3,2,0.9438012732810312,2,2,3,0.7227267507614179,2,1,2,3,2,3,2,2,2,3,3,3,4,3,5,2,3,0.6632235675588398,2,1,0.7,4,3,4,3,0.922726750761418,2,3,2,2,3,0,4,300,2,3,4,3,3
1.2365323006828637,4,1,0.8540508848780245,4,2,2,0.6359491151219755,0,0,2,2,4,1,3,3,2,2,4,2,3,4,4,1,3,0.9295440266341732,3,4,0.8167338496585682,2,1,2,4,0.8652915927804441,4,2,4,2,5,0,1,300,2,5,2,3,3
2.409359184426449,3,5,0.8346795922132246,2,2,1,0.9206408155735506,0,0,2,3,1,4,2,4,1,2,2,2,1,2,3,1,1,0.703025304917681,2,3,0.8841281631147101,1,1,5,2,0.8487183688528988,5,2,2,1,2,1,1,200,1,2,3,2,2
2.9228766613425785,3,3,0.943310561766992,3,2,1,0.6809702728973636,0,0,4,2,2,4,2,3,2,3,1,4,2,4,3,1,2,0.8599658426504879,2,4,0.9728425039930664,3,1,2,2,0.943344719116504,3,2,3,3,2,0,3,200,1,3,3,3,3
2.5846852586917066,3,1,0.88,3,2,1,0.8853147413082936,0,0,3,3,3,3,4,2,2,2,2,2,4,3,3,1,2,0.7379773210641638,4,3,0.8981011339467918,2,4,3,2,0.8782249468294198,2,2,3,2,4,1,2,200,1,3,2,3,2
1.8826585536283975,1,2,0.9620243391148062,2,2,3,0.89,0,1,1,1,2,2,1,2,2,2,2,2,2,1,3,1,1,0.6520243391148063,2,3,0.6913292768141989,2,2,2,3,0.6478539653111626,2,5,3,2,2,0,2,200,2,4,2,2,3
2.33,3,5,0.8457073547158119,3,3,1,0.89,0,0,4,3,4,2,2,4,3,2,2,1,4,3,3,1,2,0.7073518894887056,2,3,0.7456620276278235,2,1,3,5,0.6078083502699175,2,3,2,1,5,1,5,200,1,3,3,4,1
2.0624953277494065,4,3,0.5718147838177501,4,3,4,0.4478355997152344,2,0,2,3,5,3,5,3,3,3,4,4,5,4,5,1,2,0.7055671199430469,3,4,0.7095463040455624,5,3,2,4,0.7260208158974845,1,4,4,2,2,0,4,200,1,2,1,4,3
2.370030325893744,3,2,0.914863533478152,2,4,3,0.64,2,1,2,3,4,2,3,2,4,3,2,3,4,3,3,1,2,0.895318421884312,3,2,0.595015162946872,2,3,2,3,0.7196057633813281,4,2,2,2,3,1,2,300,2,3,4,3,1
2.2283239159963126,4,3,0.933863614317342,5,2,5,0.7863068677859805,3,1,2,3,2,2,4,2,2,2,3,2,3,3,4,1,3,0.6977272286346841,2,4,0.9441193374723258,4,4,4,3,0.7718465661070097,3,3,3,2,2,0,4,200,1,4,3,3,3
2.5539942289244424,3,1,0.8604938682322201,3,2,1,0.921002164153334,1,0,4,2,5,4,2,2,2,3,2,2,3,4,3,1,3,0.9754974751544436,2,2,0.9649963930777764,1,2,2,2,0.7635075745366693,3,2,2,2,4,0,2,300,1,4,2,3,2
2.8908623185919606,5,1,0.8587443059564985,3,2,2,0.7940393375451541,0,0,3,4,2,4,4,2,2,3,4,5,2,2,4,2,2,0.6929803312274229,4,4,0.7350983438628852,3,2,2,2,0.7496066245484593,3,3,4,3,2,1,3,300,1,3,3,3,3
2.665495120332332,2,5,0.892252439833834,3,4,4,0.7575371936379711,0,0,4,3,5,3,5,2,4,3,4,1,4,3,4,1,2,0.8775371936379711,5,3,0.8491585338872202,3,3,3,1,0.691831706777444,2,3,3,2,3,1,4,300,1,3,4,3,2
1.7114013888725672,5,2,0.7685986111274328,2,2,1,0.8075991453091894,0,0,2,1,1,1,3,1,2,2,2,2,1,1,1,3,1,0.8946007478544593,2,4,0.8009994658182434,2,1,3,2,0.8989000534181757,2,2,2,2,4,0,5,200,1,2,2,2,1
1.4080185954869455,5,1,0.9332400968629692,3,3,1,0.8831002421574232,0,0,2,2,4,4,3,5,3,3,3,1,3,4,1,2,3,0.8425408233352389,3,1,0.8940792250962457,2,4,3,2,0.5311188376443686,3,1,4,1,4,0,2,200,1,2,4,2,4
2.33,3,5,0.6951632267391843,3,3,1,0.89,0,0,4,3,5,2,2,4,3,2,2,1,4,3,3,4,3,0.8148834094720112,2,3,0.7187791476319971,3,4,5,5,0.656197534262405,2,3,2,1,3,1,5,200,1,2,3,4,1
1.5728194581952262,4,1,0.5104122341315737,4,3,1,0.5187963879681738,4,0,3,3,4,3,5,3,3,2,4,3,3,2,2,3,3,0.9003380133824956,3,4,0.7065787357888608,2,4,2,4,0.9209398193984089,4,4,1,1,4,0,5,300,1,2,5,4,4
2.6562624112796938,3,5,0.8968687943601531,2,2,2,0.8306063830804591,1,0,1,3,3,3,4,2,2,1,2,2,5,3,3,1,3,0.9421719859003826,4,2,0.9363891844904207,1,2,3,2,0.6957828014099617,1,2,1,2,4,0,4,300,1,1,2,3,2
2.894968081668456,3,1,0.9171246180962608,2,3,2,0.6992811545240651,0,0,4,2,2,2,3,3,2,5,2,3,3,4,2,1,2,0.8539536501176416,2,1,0.921373854288782,2,2,2,2,0.6953913410695113,4,1,3,2,2,1,3,300,1,3,2,3,3
1.95052774235722,2,1,0.9706880396373508,3,2,3,0.9305277423572198,0,0,2,2,2,1,2,2,2,2,2,2,1,3,4,3,2,0.9053440198186754,2,1,0.7853440198186754,2,2,2,2,0.646559801813246,2,2,3,1,4,0,4,300,2,4,4,2,2
1.0602347123298184,4,3,0.958838017123682,3,2,3,0.6829421461169694,0,0,5,2,4,1,2,1,2,2,5,3,1,4,4,3,3,0.8031024805944396,4,4,0.7723239657526362,2,2,2,5,0.9437206609587728,2,2,2,1,3,0,1,300,1,1,2,3,3
2.50982633705306,2,5,0.9457308250425656,3,4,4,0.6614037624361515,1,0,4,2,3,3,5,2,4,3,3,3,4,3,4,1,2,0.79,5,3,0.6613458747871716,3,4,3,1,0.714442837904374,2,3,3,2,3,1,4,300,1,3,4,3,3
2.401358328239831,3,1,0.8891000087317187,2,3,3,0.8113416455650131,2,1,2,3,4,2,3,2,3,3,1,3,4,3,3,1,3,0.7781833347886198,3,2,0.6313583282398307,2,3,2,3,0.7554666783089582,4,2,2,2,4,1,2,300,2,4,4,3,2
2.1779300649841526,5,2,0.9978649825042666,1,2,2,0.6593899950012191,2,2,2,3,1,1,2,2,1,3,4,3,4,3,1,0,1,0.686949975006095,2,1,0.6627450224945145,4,2,3,2,0.8981699850036571,5,2,2,2,3,0,2,300,2,2,4,2,5
3.2446872426128217,5,5,0.9162651811250786,1,3,2,0.6877591086750471,2,1,5,4,2,3,4,4,3,2,2,2,3,3,3,1,2,0.6903734818874921,4,3,0.89,3,2,2,4,0.8941083007624135,3,3,3,1,4,1,4,300,1,4,2,3,3
2.35532198318021,4,2,0.9604860616725625,2,2,5,0.732575865441682,2,1,2,3,2,2,4,2,2,2,3,2,3,3,4,1,3,0.5864520112131931,2,4,0.901287932720841,4,4,4,3,0.8562941065253351,3,3,3,2,2,0,3,200,1,4,3,3,3
1.851611438484676,5,1,0.9480095320705632,5,2,2,0.8252133448987884,2,0,2,2,2,2,3,1,2,2,2,1,3,2,2,3,2,0.8972038128282253,2,4,0.7324171577270137,2,2,2,2,0.6767771230306484,2,2,3,1,4,0,1,300,2,2,4,2,2
1.9779533127834144,4,3,0.5103296820243015,4,3,4,0.3517651281629712,2,0,2,3,5,3,3,3,3,3,4,4,5,4,5,1,4,0.6863530256325943,3,4,0.7249175794939245,5,3,2,4,0.6914354461386697,1,4,4,2,2,0,4,200,2,2,5,4,3
1.5582205391956157,5,1,0.8468859435923274,2,3,1,0.9283364890082206,0,0,2,2,2,4,3,3,2,3,2,4,3,2,2,2,2,0.7613345956032883,3,3,0.9634429717961636,2,2,3,2,0.679555134798904,3,2,3,1,4,0,5,300,1,2,5,2,2
2.953800386814083,3,3,0.9446992908408473,3,2,1,0.7153998710619722,0,0,1,2,2,1,4,3,2,2,3,5,2,2,5,1,3,0.676999355309861,3,4,0.620700580221125,3,2,1,2,0.9470985172126803,4,4,4,3,2,0,3,300,1,2,4,3,3
2.9529492616498105,5,3,0.9462596869753472,2,2,1,0.7156835794500631,0,0,3,1,2,4,4,3,2,3,4,4,4,4,3,2,2,0.6784178972503156,4,3,0.6194238924747159,5,2,1,5,0.950361163675726,3,2,4,0,4,1,3,300,1,3,3,3,3
2.39148204765991,1,2,0.92720466661466,3,1,2,0.69,1,0,2,2,2,2,4,2,2,2,3,2,3,4,2,1,5,0.57491561903276,4,5,0.8422890475819,2,4,2,2,0.88622890475819,2,3,3,2,2,0,2,300,1,4,4,3,3
2.4291465253500624,3,5,0.8323187281505608,3,3,5,0.9180513549008724,1,2,2,2,3,3,3,3,3,2,2,2,4,3,4,1,2,0.7810951704491899,2,3,0.6838972901982551,2,1,5,3,0.6993882211493144,2,3,3,1,5,1,5,300,1,3,3,4,3
2.7920672688467443,3,5,0.9484495483649418,2,3,4,0.6965381507739545,2,0,5,3,2,3,2,2,3,5,4,2,5,5,2,1,4,0.7753486450948254,3,4,0.8051681721168608,3,1,1,3,0.959483182788314,2,4,4,1,3,0,5,300,1,5,3,2,1
2.138118722105911,5,2,0.9734322684215926,1,2,2,0.7343896484195408,2,2,2,3,1,1,2,2,1,3,2,3,4,3,1,3,1,0.8175251115763555,2,1,0.6759406389470444,4,2,3,2,0.7937290736863704,3,2,3,2,3,0,2,300,2,2,4,2,2
2.6145936487838988,3,3,0.9021555414872924,2,2,5,0.8954063512161011,2,0,2,3,2,3,3,2,2,1,3,1,2,3,4,1,2,1.0,3,2,0.6945936487838988,2,1,2,3,0.6035333755381224,2,2,4,2,3,0,2,300,1,3,3,3,2
2.949765421670395,3,3,0.82,3,3,1,0.7927485980299642,0,0,4,2,4,1,4,2,3,5,2,5,2,2,3,2,2,0.6464915881797847,4,3,0.804385514775269,2,1,2,4,0.8023967305355559,3,3,3,0,2,0,3,300,1,3,4,3,2
2.5354781733255467,4,5,0.6629989932437879,1,3,1,0.7671309600467194,1,0,2,2,5,3,5,2,3,3,2,4,4,3,4,2,2,0.872479180081759,3,4,0.9164345199766404,4,2,2,3,0.850696440070079,2,3,2,2,3,0,4,300,1,4,2,3,4
2.3795170415892506,3,1,0.8721733128483719,2,3,3,0.64,2,1,4,3,4,2,3,2,3,3,3,3,2,3,3,1,2,0.9949289366871324,3,2,0.5997585207946253,3,3,2,3,0.596278459339741,4,2,2,2,3,1,2,300,2,3,4,3,2
1.1957619094416894,4,1,0.8383699651698805,4,2,2,0.6516300348301195,0,0,1,2,4,1,3,3,2,2,5,2,3,4,4,3,3,0.9467930383131314,4,4,0.8371190452791554,2,1,2,3,0.8370659373057848,4,2,2,2,5,0,1,300,2,5,2,3,3
2.2358365178352995,4,3,0.8947860937882255,2,2,1,0.8609339174352879,2,1,1,3,5,2,2,1,2,3,1,1,4,3,3,2,3,0.7613617298588367,2,3,0.7222956472941245,1,4,2,3,0.89,1,2,3,1,3,1,3,300,1,4,4,3,3
2.756748410639863,4,0,0.607347865464763,1,3,1,0.664096276104626,1,0,2,2,5,3,5,2,3,3,2,4,4,3,4,3,2,0.6961444141569388,3,4,0.9043369663661908,4,2,3,3,0.6961444141569388,2,3,2,2,3,0,4,300,1,4,2,3,4
2.5570832251262074,4,2,0.849166709949517,2,2,2,0.8541664502524149,2,0,2,2,5,2,2,2,2,2,3,2,4,4,2,1,4,0.8270832251262075,2,2,0.702499870151449,2,2,2,2,0.941666580100966,2,1,2,2,1,1,2,300,1,4,2,2,2
1.8746468590306475,5,3,0.7512205715858873,2,2,1,0.8573234295153237,1,0,3,4,3,4,3,4,2,4,4,2,3,1,3,1,3,0.8875588568282254,3,3,0.8461028579294364,4,2,2,2,0.9561028579294364,4,4,1,3,4,0,1,300,1,2,4,3,3
