GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared
3.25,0.69,0.7,0.6,0.9,0.69,1,2,1,300,1,2,4,1,1,0,2,4,2,4,4,2,3,5,2,3,3,3,2,2,2,1,4,1,2,5,2,4,4,3,5,4,3,4,2,4,4,2,3,5,2,4,3,3,4,4,1,2
3.0,0.93,0.92,0.69,0.91,0.9,1,4,1,300,2,4,1,1,1,1,2,4,1,4,5,3,2,1,5,5,3,2,2,2,3,2,1,2,5,4,4,2,4,3,2,3,2,3,1,4,5,3,2,1,5,3,5,2,3,2,2,2
2.5,0.7,0.93,1.0,0.89,0.92,1,3,1,300,1,4,0,4,1,3,3,2,5,4,2,3,4,2,4,5,5,3,4,5,3,2,1,3,3,4,5,1,4,5,2,4,3,3,5,4,2,3,4,2,4,2,4,1,3,1,4,3
2.28,0.96,0.87,0.66,0.97,0.7,1,4,1,300,1,4,0,2,1,2,3,4,4,2,1,2,3,3,3,4,3,2,4,5,3,5,2,4,5,4,4,4,2,1,2,3,2,5,4,2,1,2,3,3,3,4,1,1,4,2,2,3
3.07,0.89,0.9,0.66,1.0,0.7,1,0,0,300,4,0,0,3,3,3,4,4,1,3,3,5,3,4,1,1,1,2,4,3,3,4,3,4,5,1,3,1,4,4,4,1,5,1,1,3,3,5,3,4,1,3,2,1,1,5,1,4
2.43,0.9,0.55,0.95,0.78,1.0,0,3,0,300,1,2,0,4,3,1,2,3,4,4,2,3,4,3,3,4,4,2,3,2,1,1,2,3,3,3,5,4,5,2,3,2,3,5,4,4,2,3,4,3,3,3,3,2,3,3,4,2
3.36,0.63,0.89,0.9,0.99,1.0,2,0,0,300,2,2,0,2,2,2,3,4,3,3,3,2,3,3,4,3,3,3,3,2,3,3,4,4,4,5,2,3,3,4,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,2,3,1
3.28,0.99,0.72,0.98,0.98,0.84,1,1,0,300,3,0,1,4,1,1,5,4,3,3,3,3,1,3,4,3,5,2,2,1,2,1,4,2,3,4,5,3,5,4,3,4,2,5,3,3,3,3,1,3,4,2,1,4,4,3,1,5
3.11,0.78,0.79,0.79,0.89,0.96,0,3,0,300,2,1,1,5,2,0,3,5,3,3,2,1,4,3,5,3,1,3,2,3,2,1,4,1,3,5,1,3,2,3,3,5,1,5,3,3,2,1,4,3,5,4,1,4,2,1,2,3
3.45,0.79,0.69,0.63,0.72,0.69,2,4,1,300,3,0,0,2,1,1,4,4,2,3,4,2,3,2,3,1,2,3,3,4,2,3,3,2,3,4,4,5,4,4,4,5,2,3,2,3,4,2,3,2,3,3,1,3,3,4,2,4
3.48,0.79,0.7,0.79,0.93,0.99,1,2,0,300,2,2,0,1,5,0,3,3,2,3,2,3,4,3,2,4,4,4,2,2,4,3,1,5,4,5,2,3,2,3,4,2,4,3,2,3,2,3,4,3,2,3,2,3,4,2,3,3
2.11,0.8,0.7,0.93,0.95,0.69,2,3,0,300,1,2,2,3,2,1,2,2,1,1,2,2,2,3,2,2,3,2,3,2,4,4,4,5,4,4,4,3,4,3,2,2,4,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1
3.02,0.79,1.0,0.7,0.77,0.78,0,3,1,300,2,1,1,1,1,1,2,3,4,2,1,3,2,3,4,5,2,2,5,1,4,3,4,4,1,2,4,2,2,4,2,1,3,1,4,2,1,3,2,3,4,3,1,3,2,3,4,2
3.09,0.7,0.78,0.69,0.84,0.77,1,1,0,300,2,4,1,3,2,2,2,3,4,3,2,3,3,3,1,2,4,4,2,1,5,2,3,2,2,4,2,5,1,2,1,1,4,3,4,3,2,3,3,3,1,2,3,3,4,3,1,2
3.09,0.92,0.7,0.93,1.0,1.0,2,3,1,300,1,4,0,2,1,1,2,3,5,2,2,5,3,4,4,3,3,3,3,4,5,3,3,5,3,4,3,5,4,2,1,4,3,3,5,2,2,5,3,4,4,4,2,3,3,1,5,2
3.53,0.82,0.82,0.82,0.91,1.0,1,2,1,200,3,3,0,3,1,1,2,3,3,1,3,2,2,3,5,2,5,1,5,1,4,4,4,4,4,5,2,3,5,2,2,4,2,3,2,3,4,4,2,3,1,1,2,2,2,1,2,1
3.16,0.6,0.88,0.69,0.98,0.7,1,4,1,300,2,2,2,2,2,2,2,3,5,2,2,1,2,4,1,3,1,2,1,2,3,2,2,4,3,2,2,4,2,4,2,2,3,3,5,2,2,1,2,4,1,4,5,1,3,2,5,2
3.13,0.86,0.8,0.8,0.63,1.0,0,1,0,200,4,1,0,2,3,0,3,5,4,1,3,3,2,3,5,3,4,2,5,2,5,3,4,5,5,5,2,3,4,3,3,4,2,4,5,3,2,3,3,3,1,1,2,2,2,2,1,1
2.27,0.78,0.79,0.66,0.88,0.89,2,1,1,300,2,1,4,4,1,1,2,4,2,3,3,3,1,1,3,4,2,1,5,3,2,2,1,3,1,4,4,3,2,2,4,2,1,2,2,3,3,3,1,1,3,4,5,4,1,2,4,2
2.63,1.0,1.0,0.9,0.82,0.79,0,4,1,300,2,4,1,5,2,3,3,1,2,1,2,3,2,2,4,2,1,2,4,5,3,2,1,5,2,3,2,2,2,3,3,4,4,5,2,1,2,3,2,2,4,1,4,4,3,2,2,3
3.58,0.89,0.76,0.76,0.76,0.89,1,1,0,200,2,1,0,2,3,1,3,4,3,1,2,2,2,3,5,5,4,2,5,2,4,3,4,5,5,5,2,3,2,3,3,4,3,4,3,5,5,5,2,3,1,1,2,2,1,2,3,1
3.17,0.89,0.79,0.79,0.69,0.92,2,2,0,200,2,0,0,2,5,1,3,4,3,3,2,5,3,1,4,1,3,1,1,3,4,2,2,4,3,5,1,2,5,5,4,2,4,4,3,3,2,5,3,1,4,3,3,4,5,3,4,3
2.64,0.88,0.78,0.79,0.91,0.66,1,3,1,300,2,2,0,5,1,2,1,1,3,1,5,4,1,2,4,3,3,2,2,3,3,3,2,2,2,4,2,4,4,1,1,3,4,1,3,1,5,4,1,2,4,4,2,3,4,3,1,1
2.96,1.0,0.96,0.79,0.65,0.92,0,2,0,200,2,1,1,3,5,1,3,3,2,3,5,4,5,1,3,3,3,2,4,5,4,4,1,2,4,4,2,3,2,2,5,4,3,2,2,3,5,4,5,1,3,4,5,5,4,3,5,3
3.38,0.69,0.53,0.77,0.66,0.69,1,3,1,200,1,2,1,4,1,2,2,3,2,3,1,5,3,3,2,2,3,4,2,5,5,5,5,1,2,5,4,2,4,4,2,3,4,2,2,3,1,5,3,3,2,2,1,1,2,2,1,2
3.44,0.8,0.9,0.8,0.8,0.79,1,1,1,300,2,1,0,3,1,0,2,2,2,3,3,3,1,1,5,3,5,2,5,1,4,3,2,2,4,4,1,2,2,5,4,2,4,2,3,2,2,4,4,5,1,1,2,1,2,1,1,2
3.19,0.8,0.8,1.0,0.77,0.69,2,3,0,200,3,1,0,2,3,0,2,3,3,3,2,1,2,3,2,4,2,4,4,2,2,2,3,4,4,4,2,3,2,3,3,4,2,2,3,4,4,3,2,2,2,1,1,1,2,1,1,2
3.14,0.78,0.79,0.89,0.74,0.59,1,3,0,300,1,4,0,1,5,1,4,5,2,2,3,5,2,1,4,2,4,3,2,2,5,5,4,2,2,2,5,3,3,2,2,3,1,2,2,2,3,5,2,1,4,1,3,4,3,4,3,4
2.23,0.9,0.78,0.6,0.93,1.0,1,3,1,300,1,4,0,2,3,3,5,5,2,2,2,3,3,4,3,2,3,4,3,1,1,1,5,2,3,2,5,3,3,4,3,4,3,2,2,2,2,3,3,4,3,3,5,3,2,5,5,5
2.69,0.79,0.64,1.0,0.77,0.79,2,1,0,200,3,0,0,2,1,0,3,2,1,2,4,1,2,2,1,2,3,3,3,1,5,3,1,2,5,4,3,4,3,2,3,5,4,3,1,2,4,1,2,2,1,3,2,2,4,5,3,3
2.94,0.78,0.89,0.7,0.95,0.7,1,2,1,300,2,1,0,2,0,1,5,2,3,2,5,4,4,5,2,2,2,1,3,4,3,3,5,1,5,3,3,5,1,1,4,3,4,1,3,2,5,4,4,5,2,4,3,3,3,2,4,5
2.21,0.89,0.89,0.7,0.94,0.69,2,1,0,300,3,0,2,2,3,1,5,1,2,3,5,1,2,3,5,4,3,5,5,1,2,2,1,2,3,1,4,1,5,2,2,4,4,2,2,3,5,1,2,3,5,5,1,2,4,2,5,5
2.0,0.78,0.73,1.0,0.93,1.0,1,4,1,300,3,1,0,2,5,3,3,4,3,3,5,4,2,3,3,4,1,3,4,4,2,4,2,3,2,4,3,4,3,3,2,5,5,3,3,3,5,4,2,3,3,2,5,3,5,1,4,3
1.93,1.0,0.6,0.96,0.84,0.69,2,2,0,300,2,0,1,4,1,2,3,5,3,1,1,3,4,4,2,3,4,5,3,3,1,1,2,3,2,1,3,2,1,4,2,1,3,4,3,1,1,3,4,4,2,2,5,3,4,4,3,3
3.02,1.0,0.77,0.69,0.82,0.6,1,2,0,300,1,2,4,0,3,2,3,4,2,5,4,2,3,2,3,2,4,4,5,2,4,5,4,4,2,4,3,2,1,3,1,1,1,1,2,5,4,2,3,2,3,3,3,1,3,4,2,3
2.7,0.7,0.69,0.79,1.0,0.68,1,1,0,300,2,1,1,3,3,1,2,2,2,5,5,3,4,4,4,3,2,2,5,2,3,5,4,4,3,4,4,3,2,4,3,5,3,2,2,5,5,3,4,4,4,1,1,1,2,3,1,2
1.63,0.89,0.6,0.78,0.66,0.84,1,3,0,200,2,0,0,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4,5,4,3,3,3,3,3,3,3
3.74,0.79,0.91,0.78,0.77,0.89,1,2,1,300,1,4,0,3,5,3,5,4,2,3,2,2,2,4,3,2,4,4,4,2,4,3,4,3,2,2,2,3,2,4,4,4,5,2,2,3,2,2,2,4,3,2,3,3,3,2,1,5
2.4340903680159576,0.6828992573919664,0.6273037020799708,1.0,0.8644044446880044,0.6167866659359869,2,1,0,300,2,4,0,2,1,2,3,2,3,5,3,3,1,3,3,3,3,5,3,3,5,2,3,3,1,2,3,3,2,4,3,3,3,2,3,5,3,3,1,3,3,3,2,3,2,1,3,3
2.314893016986572,0.89,0.9087767457533571,0.771223254246643,0.7101937853886909,0.6983689943378094,2,4,0,300,3,1,0,2,2,1,3,3,3,3,3,3,4,3,2,4,2,2,1,4,3,2,1,3,3,4,4,3,4,4,4,3,1,3,3,3,3,3,4,3,2,5,1,4,2,2,3,3
1.0877267882956474,0.8122696592057659,0.8386339414782363,0.9231839173855285,0.8372714354550593,0.8350017762492934,1,3,0,200,2,0,0,2,1,1,3,3,3,4,5,2,2,4,4,2,2,2,3,4,2,1,2,4,4,4,2,2,2,1,3,5,4,2,1,2,5,2,2,2,4,2,2,3,1,3,2,1
3.2173845531578524,0.760653861710537,0.7577564361842283,0.9254679201973489,0.6948590106579196,0.6512627712499663,1,1,0,300,2,0,0,1,3,1,4,3,2,3,3,2,3,3,4,4,4,1,4,2,2,3,3,5,1,5,3,3,3,3,2,4,3,4,2,2,3,5,3,3,4,1,2,2,1,2,3,5
2.746184799346593,0.9980094605286572,0.7003317565785571,0.8866824342144288,1.0,0.9993364868428858,1,1,0,300,3,1,0,3,5,2,3,3,2,3,2,2,5,3,2,2,2,1,4,4,1,4,2,3,2,3,2,1,2,1,1,2,5,3,2,3,2,2,5,3,2,3,3,4,4,4,4,3
1.9739116247530646,1.0,0.6487906941700718,0.9307255834979569,0.8985488330040863,0.7339116247530647,2,1,0,300,3,0,0,3,3,1,2,5,2,3,1,3,2,3,5,2,4,1,3,1,2,1,1,5,2,1,2,2,5,2,2,4,3,2,2,2,1,3,2,2,5,5,2,2,4,2,2,5
2.928675211240103,0.8049145352717731,0.8922649577519794,0.7203846197678144,0.9273504224802062,0.7,1,2,1,300,2,0,0,3,1,3,3,2,5,4,2,4,2,4,3,4,3,2,2,3,2,4,4,3,4,4,3,3,3,4,3,3,4,2,5,4,2,4,2,2,3,3,3,1,2,4,2,3
2.7906448162877164,0.7309690069450395,0.767420734849134,0.767420734849134,0.6596793743696064,0.7674171698222045,1,1,0,200,2,1,0,2,3,2,4,5,3,2,3,3,3,3,5,4,2,2,5,2,5,3,4,3,4,5,3,3,3,4,2,4,4,5,4,3,4,3,3,3,3,2,3,2,2,2,3,3
2.4759464070084527,0.7982563357099501,0.8808196928094509,0.9422056500303494,0.6435916072512479,0.9174366429004992,2,1,0,300,2,1,0,3,1,2,2,5,3,2,2,2,2,2,4,4,4,2,4,2,4,4,3,3,4,3,1,4,4,3,4,4,4,3,3,2,3,2,2,1,2,1,2,2,2,2,4,2
2.5732687166656545,0.8216343583328274,0.8798219059533207,0.8618124523795069,0.8538187547620493,0.6761812452379506,1,2,0,300,2,2,0,2,2,2,3,5,2,2,3,3,4,3,4,5,4,3,4,2,1,3,3,3,4,2,4,4,1,4,4,3,2,2,4,4,3,5,3,3,2,1,3,1,2,2,3,3
1.887183516887871,0.8635917584439355,0.9613264653699463,0.8854694138520215,0.7522652930739893,0.8513264653699463,1,0,0,300,2,1,0,2,3,3,4,3,2,3,2,2,2,1,2,4,1,2,4,4,3,4,3,3,3,3,3,4,4,3,2,2,4,3,2,3,2,3,2,1,2,2,3,2,4,2,4,3
2.1940592953820612,0.8032867023652858,0.7830402987610409,1.0,0.8506327001126326,0.9955710992115714,2,3,0,300,1,2,0,3,1,2,2,4,2,1,2,2,2,2,2,2,3,1,4,2,3,1,2,5,4,2,2,2,4,3,2,3,2,3,2,2,2,3,2,2,1,1,2,2,4,2,2,2
2.6268760472072996,0.8872495811170802,0.5312562832437979,1.0,0.9262479055854006,0.69862479055854,1,1,0,300,2,2,0,3,3,2,3,2,1,3,3,3,1,3,2,2,4,5,3,2,1,2,1,3,2,4,2,2,3,2,3,3,3,2,1,3,3,3,2,3,2,3,5,1,2,3,3,3
2.645034597231057,0.7516239337205544,0.9283760662794457,0.8175172986155285,0.9163573459579897,0.8558933648949741,1,2,0,300,2,0,2,5,1,1,4,4,2,2,2,4,2,4,3,2,4,4,3,4,2,2,3,3,2,4,2,2,2,3,2,4,2,3,2,2,3,4,2,4,2,2,2,1,5,2,2,4
2.3992904986109,0.9016316196898528,0.7022694704248117,0.5870210281860884,0.8654610591503764,0.9954610591503764,1,1,0,200,2,4,1,4,3,2,3,3,2,2,3,2,2,3,5,3,3,5,2,3,2,3,4,4,4,4,3,4,3,3,4,4,3,2,4,2,3,4,2,3,2,2,2,4,2,2,3,3
2.509457106558999,0.8852714467205006,0.7252714467205006,0.6945183829032862,0.9864448512901413,0.9547285532794993,1,1,1,200,3,0,0,2,5,1,4,3,2,2,2,2,2,3,2,2,2,1,3,1,2,1,5,3,3,3,2,1,3,1,1,2,2,3,2,2,1,2,1,3,2,3,3,1,4,4,3,4
2.315280722405718,0.8654678706761962,0.6110394581957117,0.7022660646619019,0.8258421672171532,0.7683990969928529,1,1,0,300,2,1,0,2,2,3,4,4,1,5,4,3,3,3,3,3,3,2,2,2,2,1,3,3,3,5,5,3,2,4,2,2,2,4,1,3,4,2,3,3,3,2,3,4,2,5,3,4
2.823570507011272,0.7948411674456969,0.6925794162771515,0.7441677418201826,0.8354764976629093,0.7861118278801218,1,2,1,300,3,1,0,1,5,1,3,2,1,4,2,4,2,4,3,2,4,1,4,2,2,4,2,5,5,3,2,5,3,4,4,3,3,3,4,4,2,4,2,4,3,5,4,1,3,2,1,3
2.4002004786189746,0.7636006381586329,0.7868003190793165,0.8868003190793164,0.8357979259844432,0.9334001595396583,1,1,1,300,2,1,0,5,5,1,4,4,1,1,3,4,3,1,2,2,1,1,4,4,2,3,3,3,2,3,2,3,2,2,4,1,2,3,1,1,3,2,3,1,2,3,4,1,2,3,1,4
2.1917222200201216,0.8552722180382311,0.9101055579778663,0.7,0.9235499980181093,0.7229000039637811,2,1,0,300,3,1,2,2,3,2,3,3,3,3,3,3,2,3,5,2,3,2,3,1,3,2,1,4,1,1,3,4,4,4,5,3,4,2,4,3,3,2,2,3,5,2,2,3,2,2,3,3
2.7511040162319893,0.6888959837680108,0.8177600405799731,0.9333120486959677,0.911167870144086,0.69,1,3,1,300,2,0,0,3,1,2,2,2,2,2,2,4,5,1,2,2,3,2,4,2,1,2,2,3,2,4,1,2,2,3,4,2,2,3,4,2,3,2,5,1,2,1,5,4,2,2,4,3
2.4535174710821996,0.6164825289178003,0.6565637255588426,0.6417384363808393,0.8453371041040811,0.679447586753401,2,3,1,200,1,2,2,2,3,3,4,2,2,2,1,3,2,2,2,2,2,3,5,2,3,2,3,3,3,3,2,2,3,2,2,2,2,1,2,1,3,3,3,3,3,2,2,2,2,2,1,4
2.840325908363982,0.6807889810890948,0.9492110189109052,0.7,0.8369296603630316,0.89,1,2,1,200,2,2,0,2,3,1,2,2,5,1,1,3,3,4,4,4,5,3,3,1,5,4,3,3,4,4,3,3,3,2,3,1,2,1,3,1,3,3,3,5,2,3,4,2,3,3,2,2
2.758137944643882,0.681862055356118,0.835344861609705,0.954413833931646,0.8548964428489438,0.69,1,3,1,300,1,2,1,5,2,3,2,4,2,2,3,5,2,1,4,2,4,2,3,2,5,2,3,5,2,4,2,2,3,2,2,3,3,5,2,2,3,5,2,1,4,5,2,4,3,2,3,4
1.7471948969432671,0.8115846908298014,0.8773874667497319,0.9192505817842006,0.7523341090456008,0.8043897938865343,2,0,0,300,1,4,0,3,2,2,2,4,1,3,2,2,2,1,2,2,3,1,4,2,3,1,2,5,4,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,1,1,2,2,4,2,4,2
2.373071069717766,0.7539832777134667,0.7809958194283667,0.8919498331404003,0.8770125417149,0.936970735998567,1,3,0,300,2,2,0,2,1,1,2,2,3,2,2,2,2,4,2,2,2,4,3,4,2,4,3,4,4,5,4,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
1.9376968105544752,0.9176968105544752,0.6366898542726732,0.9063310145727327,0.9726620291454653,0.7863310145727327,2,2,0,300,3,0,0,3,1,1,2,1,2,2,2,3,2,2,5,2,4,5,3,1,2,1,1,5,2,1,2,2,5,2,2,4,3,2,2,3,2,3,2,3,5,5,2,2,4,4,2,2
2.308974637611234,0.710341787462922,0.85609702089513,0.703561191641948,0.930170893731461,0.7779768519412011,1,1,1,300,1,2,2,2,3,1,3,1,3,3,3,2,2,3,5,2,3,3,3,1,3,2,3,4,3,4,3,3,3,4,4,4,2,4,3,3,3,2,2,3,5,2,4,4,1,2,3,3
3.308889340445772,0.7249209574612661,0.8201580850774678,0.7004762872383797,0.902539521269367,0.8550790425387339,1,1,1,300,2,2,1,1,5,1,3,2,2,3,4,3,3,3,2,3,3,2,4,5,2,4,2,2,3,3,3,2,2,3,1,4,2,2,2,3,4,3,3,3,1,4,5,2,4,2,4,3
3.283847091380762,0.8335573407322143,0.762595567887024,0.7272595567887024,0.9643742382531311,0.6302897506485473,1,3,0,300,2,4,0,2,2,1,2,2,5,1,2,2,2,3,4,5,3,3,4,3,5,3,4,3,5,2,3,3,2,3,1,1,3,4,4,3,1,5,3,3,1,1,2,2,4,2,3,5
2.1295490506090102,0.6897110259952577,0.9927977181966804,0.7,0.8479422051990515,0.8514798467914639,2,1,1,300,1,1,1,5,2,2,3,3,2,2,2,3,2,2,2,2,3,3,3,4,3,2,1,2,1,5,3,4,4,1,4,4,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,2
2.3767748145440932,0.7125827151469765,0.8888708642426512,0.7024204933308371,0.9233874072720465,0.6954834569706047,2,4,0,300,1,1,0,2,3,2,3,4,3,3,3,2,4,3,2,1,2,3,3,3,3,2,4,3,3,2,2,4,4,4,1,3,3,3,3,3,3,3,4,3,2,3,2,3,2,5,3,3
2.2798112008728135,0.7913838209614911,0.7808174235799327,0.5977987554585762,0.9410062227071189,0.88,2,2,1,300,2,2,2,4,3,2,3,4,4,2,2,2,2,3,2,2,2,1,2,2,2,3,3,3,1,3,2,2,3,4,2,2,3,5,4,2,2,2,2,4,2,2,2,2,2,3,2,2
2.6797688609232004,0.6160736078463438,0.7885218987692573,0.7885218987692573,0.7450577847691998,0.6964203164615428,1,2,1,200,2,2,0,5,2,2,5,5,5,2,5,5,5,5,5,2,5,1,5,5,5,2,4,5,5,5,5,3,2,4,5,4,2,5,4,5,5,5,5,5,5,2,3,5,5,2,3,4
3.2297096126017824,0.6908413996499504,0.8731720070009903,0.7034623943992078,0.92,0.893365598599802,1,1,1,300,2,2,0,2,5,1,3,2,2,3,4,3,3,3,1,3,3,2,4,5,2,4,2,5,4,3,1,3,2,3,1,4,2,1,5,3,4,3,3,3,1,4,5,2,4,3,4,3
1.7787908913827073,0.8093954456913537,0.9161628714094614,0.9035348514362155,0.7432325742818923,0.8061628714094614,0,3,0,200,3,0,0,3,1,2,4,3,2,5,2,2,2,2,2,2,4,4,4,2,3,3,4,1,3,4,2,2,2,3,2,3,2,1,2,2,2,3,2,2,2,3,2,2,2,2,3,2
2.0621734973767505,0.6779710837705416,0.855072290573646,0.8697108377054159,0.9011590392620212,0.875653005246499,2,0,0,300,1,2,2,3,2,2,2,1,3,2,2,2,2,3,2,2,3,2,2,5,3,2,3,4,1,1,4,4,4,4,2,2,4,1,2,2,2,2,1,3,1,2,2,2,2,1,3,2
2.445221521335322,0.950642905965959,0.6960642905965958,0.7747784786646779,0.7052215213353221,0.7545786153693631,1,4,1,200,3,0,0,5,5,1,4,3,1,4,5,2,3,3,3,3,2,1,3,2,3,2,1,3,3,3,1,2,3,4,2,2,2,5,1,5,5,2,3,3,3,3,4,1,4,4,3,4
2.381287587226328,0.9493562063868359,0.789356206386836,0.7494481769030022,0.8216554692909933,0.890643793613164,1,1,1,200,1,0,0,5,5,1,3,3,2,2,2,2,2,3,2,2,2,1,3,3,2,2,5,3,3,3,2,1,3,1,1,2,2,1,2,2,1,2,1,3,2,3,3,4,1,4,3,2
1.836088292571962,0.8071030080006223,0.7078234148560761,0.8920294308573207,0.9350735771433016,0.7091324388579429,2,3,0,300,1,2,0,2,1,1,2,4,2,3,2,2,2,2,4,2,3,1,4,2,2,4,4,5,4,2,2,2,4,3,2,2,4,2,2,2,2,3,2,2,4,2,2,2,1,2,2,2
1.9602848407802749,1.0,0.6336498230891944,0.9398101061464833,0.8803797877070333,0.720284840780275,2,1,0,300,3,0,0,3,3,1,5,5,2,2,1,3,4,3,5,2,4,5,3,1,2,1,1,5,2,1,2,2,5,2,2,4,3,2,2,3,2,3,4,3,2,5,2,2,4,2,2,5
2.280607390061546,0.8900506158384622,0.9596963049692269,0.998937067392294,0.940303695030773,0.79,2,1,0,300,2,1,0,3,3,2,4,2,3,2,2,2,2,4,2,4,3,1,4,2,2,1,3,3,3,3,5,2,3,4,3,2,2,3,3,2,2,3,2,4,2,3,3,4,4,2,4,4
1.0860808051417499,0.6678383897165002,0.7789454492551497,0.9823111143440751,0.8237696907976747,0.8662303092023252,1,3,0,200,2,0,0,3,3,1,3,3,3,4,5,2,3,4,4,2,2,2,3,4,2,1,4,4,4,4,2,2,2,1,3,5,4,4,1,2,5,2,2,2,4,2,2,3,1,3,2,1
2.8168227305113223,0.6945126621063341,0.7406139589570072,0.8396392831696755,1.0,0.6954873378936658,1,3,1,300,2,2,0,3,1,2,3,4,2,2,2,4,5,1,2,2,3,2,4,2,1,2,3,3,2,4,1,2,2,3,4,2,2,3,4,2,3,4,5,1,2,1,5,4,2,2,4,3
3.7045411355846847,0.9107568559307808,0.7738379039538539,0.8499463757000502,0.8291895197692694,0.89,1,3,0,300,2,0,1,2,3,1,5,4,2,3,1,2,3,4,2,1,4,1,4,4,2,4,3,5,2,2,3,3,3,2,3,2,4,4,2,3,1,2,3,4,2,2,4,2,4,2,4,5
2.790441162214922,0.8117646488596879,0.782156900760208,0.7751961259502601,0.6643138015204161,0.7661273606945058,2,2,0,200,2,1,0,3,3,2,5,5,4,2,3,3,5,5,2,5,4,1,5,3,5,3,4,4,5,5,4,3,5,4,3,4,4,5,5,5,3,5,3,5,2,1,3,5,2,3,3,3
1.8720584552431552,0.8991550102298728,0.6179415447568448,0.9301842378514504,0.9530876828647328,0.8213977033244784,2,3,0,300,3,0,0,2,1,1,2,2,2,3,2,2,2,3,4,2,3,3,4,2,3,2,4,2,1,4,2,2,4,3,2,4,2,2,2,3,2,2,2,2,3,1,2,2,2,1,2,2
2.2625832987751795,0.6172692467191478,0.9213653766404262,0.6971217922134754,0.8789295323709189,0.6813653766404261,2,0,0,300,1,2,2,3,2,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,3,2,1,4,1,1,2,4,4,1,2,2,4,1,2,2,2,2,1,3,2,2,2,2,2,1,3,2
2.38813754562516,0.850177691625672,0.897627509125032,0.74255018250064,0.995255018250064,0.811352417874712,1,1,0,300,1,2,0,5,2,1,4,1,2,2,2,2,4,4,2,2,1,4,2,2,2,1,2,3,3,5,4,3,4,3,4,4,1,3,5,2,3,2,2,4,2,4,2,4,1,2,1,3
3.1363481146994783,0.69,0.8281740573497391,0.7225399698159267,0.9460319758527415,0.8281740573497391,1,1,1,300,2,2,0,2,5,1,3,2,1,3,4,4,3,3,1,3,3,2,4,5,2,4,3,5,3,3,3,3,2,3,1,4,2,1,1,3,4,3,3,3,2,4,5,2,4,3,4,3
2.6046491405118024,0.9492982810236048,0.979719312409442,0.8746491405118024,0.830140343795279,0.759578968614163,1,1,1,300,2,2,0,2,2,2,3,4,2,2,2,2,2,4,4,3,2,2,1,2,2,2,4,4,4,2,2,2,2,4,4,4,2,5,2,2,2,2,2,2,2,2,2,4,2,2,2,2
1.2494155667808595,0.7016064592763077,0.9194889869714165,0.8829926579809443,0.8829926579809443,0.7770073420190557,0,1,1,200,1,4,0,2,3,1,3,3,2,4,2,5,2,4,4,1,4,3,3,2,3,2,4,4,4,2,3,2,3,2,3,1,3,1,2,2,2,3,1,2,1,2,5,4,3,3,2,2
2.857538829475291,0.6345232976851747,0.9894456387345925,0.7301553179011644,0.8426164884258733,0.9050776589505822,1,1,0,300,2,0,0,1,5,1,2,3,5,1,4,3,3,1,2,2,3,4,3,4,3,5,3,2,3,2,4,2,3,2,1,4,2,2,5,4,4,3,3,1,2,3,5,2,4,3,2,2
3.727119355384983,0.9265761289230035,0.9246748363060755,0.8242387107699657,0.8336954843079862,0.8965761289230034,1,3,0,300,2,2,1,2,3,3,3,4,2,3,4,2,3,4,2,3,4,1,4,5,2,4,1,4,2,3,1,3,2,2,3,4,4,1,2,3,5,3,3,4,1,2,4,2,4,2,4,1
2.912950741899936,0.6956830860333547,0.7331691396664528,0.7377602368672226,0.8336617206670943,0.9559014837998717,1,1,0,300,1,1,2,1,5,1,3,2,3,3,4,3,2,3,3,5,2,2,3,3,3,4,3,2,4,4,3,3,3,4,1,4,4,2,4,3,4,3,3,3,3,4,5,2,4,3,2,3
