GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared
3.25,0.69,0.7,0.6,0.9,0.69,1,2,1,300,1,2,4,1,1,0,2,4,2,4,4,2,3,5,2,3,3,3,2,2,2,1,4,1,2,5,2,4,4,3,5,4,3,4,2,4,4,2,3,5,2,4,3,3,4,4,1,2
3.0,0.93,0.92,0.69,0.91,0.9,1,4,1,300,2,4,1,1,1,1,2,4,1,4,5,3,2,1,5,5,3,2,2,2,3,2,1,2,5,4,4,2,4,3,2,3,2,3,1,4,5,3,2,1,5,3,5,2,3,2,2,2
2.5,0.7,0.93,1.0,0.89,0.92,1,3,1,300,1,4,0,4,1,3,3,2,5,4,2,3,4,2,4,5,5,3,4,5,3,2,1,3,3,4,5,1,4,5,2,4,3,3,5,4,2,3,4,2,4,2,4,1,3,1,4,3
2.28,0.96,0.87,0.66,0.97,0.7,1,4,1,300,1,4,0,2,1,2,3,4,4,2,1,2,3,3,3,4,3,2,4,5,3,5,2,4,5,4,4,4,2,1,2,3,2,5,4,2,1,2,3,3,3,4,1,1,4,2,2,3
3.07,0.89,0.9,0.66,1.0,0.7,1,0,0,300,4,0,0,3,3,3,4,4,1,3,3,5,3,4,1,1,1,2,4,3,3,4,3,4,5,1,3,1,4,4,4,1,5,1,1,3,3,5,3,4,1,3,2,1,1,5,1,4
2.43,0.9,0.55,0.95,0.78,1.0,0,3,0,300,1,2,0,4,3,1,2,3,4,4,2,3,4,3,3,4,4,2,3,2,1,1,2,3,3,3,5,4,5,2,3,2,3,5,4,4,2,3,4,3,3,3,3,2,3,3,4,2
3.36,0.63,0.89,0.9,0.99,1.0,2,0,0,300,2,2,0,2,2,2,3,4,3,3,3,2,3,3,4,3,3,3,3,2,3,3,4,4,4,5,2,3,3,4,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,2,3,1
3.28,0.99,0.72,0.98,0.98,0.84,1,1,0,300,3,0,1,4,1,1,5,4,3,3,3,3,1,3,4,3,5,2,2,1,2,1,4,2,3,4,5,3,5,4,3,4,2,5,3,3,3,3,1,3,4,2,1,4,4,3,1,5
3.11,0.78,0.79,0.79,0.89,0.96,0,3,0,300,2,1,1,5,2,0,3,5,3,3,2,1,4,3,5,3,1,3,2,3,2,1,4,1,3,5,1,3,2,3,3,5,1,5,3,3,2,1,4,3,5,4,1,4,2,1,2,3
3.45,0.79,0.69,0.63,0.72,0.69,2,4,1,300,3,0,0,2,1,1,4,4,2,3,4,2,3,2,3,1,2,3,3,4,2,3,3,2,3,4,4,5,4,4,4,5,2,3,2,3,4,2,3,2,3,3,1,3,3,4,2,4
3.48,0.79,0.7,0.79,0.93,0.99,1,2,0,300,2,2,0,1,5,0,3,3,2,3,2,3,4,3,2,4,4,4,2,2,4,3,1,5,4,5,2,3,2,3,4,2,4,3,2,3,2,3,4,3,2,3,2,3,4,2,3,3
2.11,0.8,0.7,0.93,0.95,0.69,2,3,0,300,1,2,2,3,2,1,2,2,1,1,2,2,2,3,2,2,3,2,3,2,4,4,4,5,4,4,4,3,4,3,2,2,4,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1
3.02,0.79,1.0,0.7,0.77,0.78,0,3,1,300,2,1,1,1,1,1,2,3,4,2,1,3,2,3,4,5,2,2,5,1,4,3,4,4,1,2,4,2,2,4,2,1,3,1,4,2,1,3,2,3,4,3,1,3,2,3,4,2
3.09,0.7,0.78,0.69,0.84,0.77,1,1,0,300,2,4,1,3,2,2,2,3,4,3,2,3,3,3,1,2,4,4,2,1,5,2,3,2,2,4,2,5,1,2,1,1,4,3,4,3,2,3,3,3,1,2,3,3,4,3,1,2
3.09,0.92,0.7,0.93,1.0,1.0,2,3,1,300,1,4,0,2,1,1,2,3,5,2,2,5,3,4,4,3,3,3,3,4,5,3,3,5,3,4,3,5,4,2,1,4,3,3,5,2,2,5,3,4,4,4,2,3,3,1,5,2
3.53,0.82,0.82,0.82,0.91,1.0,1,2,1,200,3,3,0,3,1,1,2,3,3,1,3,2,2,3,5,2,5,1,5,1,4,4,4,4,4,5,2,3,5,2,2,4,2,3,2,3,4,4,2,3,1,1,2,2,2,1,2,1
3.16,0.6,0.88,0.69,0.98,0.7,1,4,1,300,2,2,2,2,2,2,2,3,5,2,2,1,2,4,1,3,1,2,1,2,3,2,2,4,3,2,2,4,2,4,2,2,3,3,5,2,2,1,2,4,1,4,5,1,3,2,5,2
3.13,0.86,0.8,0.8,0.63,1.0,0,1,0,200,4,1,0,2,3,0,3,5,4,1,3,3,2,3,5,3,4,2,5,2,5,3,4,5,5,5,2,3,4,3,3,4,2,4,5,3,2,3,3,3,1,1,2,2,2,2,1,1
2.27,0.78,0.79,0.66,0.88,0.89,2,1,1,300,2,1,4,4,1,1,2,4,2,3,3,3,1,1,3,4,2,1,5,3,2,2,1,3,1,4,4,3,2,2,4,2,1,2,2,3,3,3,1,1,3,4,5,4,1,2,4,2
2.63,1.0,1.0,0.9,0.82,0.79,0,4,1,300,2,4,1,5,2,3,3,1,2,1,2,3,2,2,4,2,1,2,4,5,3,2,1,5,2,3,2,2,2,3,3,4,4,5,2,1,2,3,2,2,4,1,4,4,3,2,2,3
3.58,0.89,0.76,0.76,0.76,0.89,1,1,0,200,2,1,0,2,3,1,3,4,3,1,2,2,2,3,5,5,4,2,5,2,4,3,4,5,5,5,2,3,2,3,3,4,3,4,3,5,5,5,2,3,1,1,2,2,1,2,3,1
3.17,0.89,0.79,0.79,0.69,0.92,2,2,0,200,2,0,0,2,5,1,3,4,3,3,2,5,3,1,4,1,3,1,1,3,4,2,2,4,3,5,1,2,5,5,4,2,4,4,3,3,2,5,3,1,4,3,3,4,5,3,4,3
2.64,0.88,0.78,0.79,0.91,0.66,1,3,1,300,2,2,0,5,1,2,1,1,3,1,5,4,1,2,4,3,3,2,2,3,3,3,2,2,2,4,2,4,4,1,1,3,4,1,3,1,5,4,1,2,4,4,2,3,4,3,1,1
2.96,1.0,0.96,0.79,0.65,0.92,0,2,0,200,2,1,1,3,5,1,3,3,2,3,5,4,5,1,3,3,3,2,4,5,4,4,1,2,4,4,2,3,2,2,5,4,3,2,2,3,5,4,5,1,3,4,5,5,4,3,5,3
3.38,0.69,0.53,0.77,0.66,0.69,1,3,1,200,1,2,1,4,1,2,2,3,2,3,1,5,3,3,2,2,3,4,2,5,5,5,5,1,2,5,4,2,4,4,2,3,4,2,2,3,1,5,3,3,2,2,1,1,2,2,1,2
3.44,0.8,0.9,0.8,0.8,0.79,1,1,1,300,2,1,0,3,1,0,2,2,2,3,3,3,1,1,5,3,5,2,5,1,4,3,2,2,4,4,1,2,2,5,4,2,4,2,3,2,2,4,4,5,1,1,2,1,2,1,1,2
3.19,0.8,0.8,1.0,0.77,0.69,2,3,0,200,3,1,0,2,3,0,2,3,3,3,2,1,2,3,2,4,2,4,4,2,2,2,3,4,4,4,2,3,2,3,3,4,2,2,3,4,4,3,2,2,2,1,1,1,2,1,1,2
3.14,0.78,0.79,0.89,0.74,0.59,1,3,0,300,1,4,0,1,5,1,4,5,2,2,3,5,2,1,4,2,4,3,2,2,5,5,4,2,2,2,5,3,3,2,2,3,1,2,2,2,3,5,2,1,4,1,3,4,3,4,3,4
2.23,0.9,0.78,0.6,0.93,1.0,1,3,1,300,1,4,0,2,3,3,5,5,2,2,2,3,3,4,3,2,3,4,3,1,1,1,5,2,3,2,5,3,3,4,3,4,3,2,2,2,2,3,3,4,3,3,5,3,2,5,5,5
2.69,0.79,0.64,1.0,0.77,0.79,2,1,0,200,3,0,0,2,1,0,3,2,1,2,4,1,2,2,1,2,3,3,3,1,5,3,1,2,5,4,3,4,3,2,3,5,4,3,1,2,4,1,2,2,1,3,2,2,4,5,3,3
2.94,0.78,0.89,0.7,0.95,0.7,1,2,1,300,2,1,0,2,0,1,5,2,3,2,5,4,4,5,2,2,2,1,3,4,3,3,5,1,5,3,3,5,1,1,4,3,4,1,3,2,5,4,4,5,2,4,3,3,3,2,4,5
2.21,0.89,0.89,0.7,0.94,0.69,2,1,0,300,3,0,2,2,3,1,5,1,2,3,5,1,2,3,5,4,3,5,5,1,2,2,1,2,3,1,4,1,5,2,2,4,4,2,2,3,5,1,2,3,5,5,1,2,4,2,5,5
2.0,0.78,0.73,1.0,0.93,1.0,1,4,1,300,3,1,0,2,5,3,3,4,3,3,5,4,2,3,3,4,1,3,4,4,2,4,2,3,2,4,3,4,3,3,2,5,5,3,3,3,5,4,2,3,3,2,5,3,5,1,4,3
1.93,1.0,0.6,0.96,0.84,0.69,2,2,0,300,2,0,1,4,1,2,3,5,3,1,1,3,4,4,2,3,4,5,3,3,1,1,2,3,2,1,3,2,1,4,2,1,3,4,3,1,1,3,4,4,2,2,5,3,4,4,3,3
3.02,1.0,0.77,0.69,0.82,0.6,1,2,0,300,1,2,4,0,3,2,3,4,2,5,4,2,3,2,3,2,4,4,5,2,4,5,4,4,2,4,3,2,1,3,1,1,1,1,2,5,4,2,3,2,3,3,3,1,3,4,2,3
2.7,0.7,0.69,0.79,1.0,0.68,1,1,0,300,2,1,1,3,3,1,2,2,2,5,5,3,4,4,4,3,2,2,5,2,3,5,4,4,3,4,4,3,2,4,3,5,3,2,2,5,5,3,4,4,4,1,1,1,2,3,1,2
1.63,0.89,0.6,0.78,0.66,0.84,1,3,0,200,2,0,0,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4,5,4,3,3,3,3,3,3,3
3.74,0.79,0.91,0.78,0.77,0.89,1,2,1,300,1,4,0,3,5,3,5,4,2,3,2,2,2,4,3,2,4,4,4,2,4,3,4,3,2,2,2,3,2,4,4,4,5,2,2,3,2,2,2,4,3,2,3,3,3,2,1,5
2.407977776559978,0.6698429616639767,0.6515511084319519,0.9626962979200292,0.8681348148960014,0.6130562957279898,1,0,0,200,1,0,0,2,2,1,2,2,2,2,1,3,2,2,2,2,4,3,3,2,1,2,1,3,2,2,1,2,2,2,3,4,3,2,3,1,3,2,2,2,2,2,2,2,2,1,1,2
2.312038757077738,0.879806214611309,0.9075534915067142,0.7708155028310953,0.7106015368042385,0.6955147344289759,1,3,1,300,2,2,0,1,1,3,3,3,2,3,3,2,3,3,3,1,3,3,1,2,4,2,3,3,3,2,2,1,3,4,3,1,2,3,2,3,3,3,3,3,3,3,3,3,2,4,3,3
1.8736144027360089,0.7590892943188242,0.8977232357970605,0.7636428227247033,0.9140875180695308,0.7818214113623516,1,1,0,300,2,2,0,3,2,2,3,3,1,4,1,4,1,3,2,2,2,5,1,3,2,1,4,2,4,3,3,1,4,2,2,2,3,4,1,4,1,4,1,3,2,3,2,3,2,1,3,3
2.715986925394563,0.8419615851316109,0.8322885159868794,0.8577114840131207,0.871025744736913,0.7867756436184229,2,1,0,300,1,2,0,2,2,2,1,3,5,2,1,2,3,4,2,1,2,3,1,2,2,1,3,3,3,1,2,2,2,4,1,2,3,2,5,2,1,2,3,4,2,3,1,3,2,4,2,1
2.7407108158004005,0.995853042768036,0.701492904603507,0.887345947371543,0.9991706085536072,0.9988388519750501,1,3,0,200,2,1,0,3,3,3,2,2,1,3,3,2,2,3,5,2,1,2,3,2,1,2,4,3,2,3,2,1,2,1,3,1,3,3,1,3,3,2,2,3,5,1,1,1,1,3,3,2
2.1941116398217555,0.8156464990122588,0.7768139587448921,0.8436697635870791,0.96,0.6827023189231366,2,1,1,200,1,0,1,1,1,1,3,2,3,3,2,1,2,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,3,3,3,4,3,3,2,3,3
3.1144017469024123,0.8139743662796908,0.9149145352717731,0.7203846197678144,0.9205555492242681,0.7452991550395875,1,1,0,300,2,2,0,2,0,2,4,2,3,2,5,4,3,4,2,2,2,1,2,4,2,3,4,1,4,3,2,4,1,1,4,2,3,1,3,2,5,4,3,4,2,3,3,3,2,2,3,4
3.3067830486152765,0.8083897417941734,0.7351620953286615,0.7351620953286615,0.6854862859859845,0.89,1,1,0,200,2,1,0,2,3,1,3,3,3,1,2,2,2,3,4,3,4,1,5,2,3,3,3,4,5,4,2,3,3,3,3,4,2,4,3,4,5,5,2,3,1,1,2,2,1,2,3,1
2.4567660998179033,0.8,0.8651267141990018,0.93,0.6610282501517469,0.8633830499089518,1,1,0,200,1,2,0,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,4,4,4,4,4,4,4,3,2,2,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1
2.911828208335863,0.8009062261897534,0.9350969250015179,0.7858093011882356,0.8330906226189753,0.8350969250015179,1,1,1,300,1,1,0,1,3,3,3,2,3,3,4,3,1,1,2,2,3,4,1,3,5,4,1,3,3,3,2,1,3,2,3,3,3,1,3,3,4,3,1,1,2,3,2,2,2,1,2,3
2.246847388947371,0.8945305861479785,0.9187855772768871,0.9202755950190699,0.790938827704043,0.8126529307398925,1,1,0,300,1,4,0,2,1,3,3,2,2,5,2,3,1,1,2,2,3,5,1,3,4,2,1,3,3,4,2,2,2,3,2,3,2,1,2,5,2,3,1,1,2,3,4,4,2,1,3,3
1.5008791037168776,0.9531635005631632,0.8767132976347143,0.7845521025905511,0.9911421984231428,0.8925308004505307,1,3,0,200,1,2,0,3,1,2,1,1,1,1,1,1,1,1,3,2,4,1,3,1,2,2,2,4,3,4,1,1,4,2,3,3,3,1,3,2,2,2,2,2,1,1,1,1,2,1,2,2
2.5086080352417457,0.9051273038560592,0.5161289793877387,1.0,0.9289983244683205,0.7316298171535784,2,1,0,300,1,2,0,3,2,1,1,2,2,2,2,3,2,2,4,2,4,1,1,1,1,1,2,4,2,3,3,4,4,2,2,4,4,1,1,1,1,2,2,2,4,1,2,1,1,1,2,2
2.6041066351050257,0.7448026066995491,0.9283760662794457,0.8550345972310569,0.8993040284054767,0.8217867297899483,0,4,1,300,2,0,1,3,1,3,3,3,1,5,4,3,2,1,3,2,3,5,1,3,4,2,2,4,2,4,4,3,1,3,4,1,3,2,1,5,4,3,2,1,3,3,3,2,1,1,1,3
2.307376946406023,0.9141137070263176,0.7226947042481178,0.6085809972218003,0.8552484422387234,0.9761705605394763,2,1,0,300,1,1,0,1,1,3,4,4,2,1,2,3,2,2,4,3,1,1,3,3,4,1,3,3,2,3,2,1,3,1,2,2,4,3,2,1,2,3,2,2,4,3,2,2,1,4,4,4
1.409071700807509,0.8112959572582157,0.8917162980106419,0.6020490210754299,0.82,0.9917162980106419,1,3,0,200,1,2,0,3,2,1,2,1,2,1,1,1,1,1,2,1,2,1,3,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1
2.341600903007147,0.646133032330951,0.830374296540957,0.79,0.9048027090214414,0.6280248004518958,1,3,0,300,2,2,2,1,1,2,3,2,2,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,3,2,2,3,1,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3
2.782299846576847,0.8,0.7493265743744858,0.718373579048667,0.8303176651086062,0.7293646697827876,1,1,0,300,1,2,0,3,1,3,1,2,4,3,2,4,2,2,2,2,4,4,2,3,1,2,3,1,3,3,1,2,2,2,3,2,4,2,4,3,2,3,2,2,2,3,2,1,2,1,3,1
2.4265998404603417,0.7965998404603418,0.9319968092068358,0.7020047861897463,0.9149960115085447,0.781603828951797,1,1,1,300,2,1,0,4,2,1,3,3,1,4,1,4,1,3,2,2,3,5,3,3,3,1,2,3,3,3,2,2,4,3,2,3,2,3,1,4,1,4,1,3,2,4,1,4,2,2,3,3
2.75560553815896,0.6182777799798784,1.0,0.8634444400402432,0.85,0.7229000039637811,1,1,1,200,2,2,0,3,3,2,1,1,1,1,1,2,3,2,4,2,3,3,1,4,5,2,4,2,3,4,1,2,2,1,3,4,5,2,1,1,1,2,3,2,4,2,3,2,2,2,1,1
2.5012636510122315,0.8054881542038979,0.8566240973919355,0.82782389449207,0.8334397565201612,0.6955520081159946,1,1,0,300,2,1,0,2,2,3,2,4,1,2,3,2,2,3,4,1,3,2,1,2,3,2,3,4,2,2,2,1,3,4,4,1,2,4,1,2,3,2,2,3,4,4,2,3,2,4,2,2
2.4217384363808394,0.6429650578356007,0.6830462544766429,0.6947034942164398,0.8400405983205211,0.6529650578356007,2,1,0,300,3,0,0,2,2,2,3,3,3,2,2,2,4,3,2,2,1,1,3,3,2,2,1,4,1,1,2,3,3,2,1,3,3,2,3,2,2,2,4,3,2,4,2,2,1,1,3,3
2.886277843635068,0.6469296603630316,0.9443739730928962,0.6758147709099548,0.829674091636018,0.8416295418199097,1,1,0,300,1,1,0,1,4,2,1,3,3,1,3,2,2,3,2,2,1,3,3,3,2,3,2,2,3,3,1,3,3,4,1,2,3,2,3,1,3,2,2,3,2,3,4,1,4,3,2,1
2.7134486160970503,0.693034387492826,0.831620750897469,0.9264830035898762,0.8483792491025309,0.7076895258831208,1,3,0,200,2,2,1,4,1,2,4,3,2,2,3,2,2,1,1,1,1,2,2,3,4,3,2,3,2,3,2,2,2,3,2,2,3,2,2,2,3,3,2,1,1,2,3,3,2,2,4,3
2.3214129820333964,0.6770023271368024,0.5992505817842005,1.0,0.8689721575795333,0.6339187998754021,1,3,0,200,1,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2,2,2,1,3,2,3,2,2,3,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2
1.8508285965630344,0.9790877920042994,0.6909540137120337,1.0,0.8590041805716333,0.936970735998567,0,3,0,300,1,2,0,2,1,1,2,2,2,2,2,2,2,2,3,2,4,1,4,2,2,3,3,4,4,3,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.2479165246183763,0.7720834753816236,0.6303588396999404,0.9633101457273268,0.9030208688454059,0.6660417376908118,2,1,1,200,1,4,0,2,2,1,3,2,3,2,1,2,1,2,2,2,4,3,3,2,2,1,1,2,1,3,2,2,2,1,2,4,3,2,3,1,2,2,1,3,2,3,2,3,2,1,2,3
2.712420088959188,0.700170893731461,0.8221940417902599,0.7950992352250972,0.8115104668644157,0.727122383283896,2,1,0,300,1,2,0,2,1,1,2,2,3,3,2,3,3,3,2,2,2,2,3,4,2,1,1,5,1,1,1,3,2,4,1,2,4,3,3,3,2,3,3,3,2,4,1,2,2,1,2,2
2.956187670086985,0.7109525744767596,0.8515869467926073,0.7563498191764055,0.9060316170154936,0.9039683829845064,1,1,0,300,2,2,0,5,1,2,4,2,5,1,3,4,3,2,1,4,2,3,3,3,3,3,2,3,2,3,3,2,2,2,1,3,2,3,5,1,3,4,3,2,1,1,3,3,4,3,3,4
2.194913573075403,0.79,0.8424506925627503,0.8579315789853454,0.7756257617468689,0.79,1,0,0,300,1,1,0,1,1,2,4,3,2,3,3,2,2,1,3,3,1,1,4,4,2,1,2,5,4,2,1,2,2,3,3,2,4,3,2,3,3,2,2,1,3,2,3,1,3,2,4,4
3.717434210725072,0.9588441039810308,0.894115589601897,0.93324866758767,0.8210288974004741,0.6720577948009485,1,1,0,300,2,0,1,3,3,2,1,1,2,3,1,2,2,3,2,1,3,1,3,5,1,4,1,4,1,3,3,1,2,3,3,2,3,4,2,3,1,2,2,3,2,2,2,3,3,2,2,1
2.43,0.8988708642426512,0.5872614799925113,0.9330629636397676,0.7991953078749301,0.9616093842501399,2,1,0,300,1,2,0,4,2,2,2,3,3,3,2,2,4,3,2,3,3,2,3,1,1,1,2,3,3,3,4,3,4,2,3,2,2,4,3,3,2,2,4,3,2,3,2,2,2,2,3,2
2.8569191048074556,0.6977987554585762,0.7964149344970851,0.5977987554585762,0.8864149344970851,0.7318236462870514,1,2,0,200,1,2,0,1,2,2,3,3,3,2,2,2,2,4,3,2,3,5,3,2,2,3,1,2,1,3,2,3,3,3,4,3,3,2,3,2,2,2,2,4,3,3,3,1,4,4,1,3
2.4550577847692,0.7187986712310299,0.7114781012307427,0.7628406329230858,0.8221015823077144,0.6707390506153714,1,2,1,200,2,0,2,4,0,1,4,5,2,4,3,3,3,4,3,3,4,3,4,4,4,3,3,3,2,3,2,3,3,2,4,3,2,5,3,4,3,3,3,4,3,3,4,3,3,3,3,4
3.1203276581082187,0.6908413996499504,0.893365598599802,0.716083389148465,0.918317200700099,0.8799032042005942,1,1,0,300,4,0,0,4,1,2,5,1,5,1,4,3,3,3,1,4,3,3,3,2,4,3,2,2,2,1,2,2,2,3,1,3,1,3,5,1,4,3,3,3,1,1,3,3,4,3,3,5
1.8838495555442063,0.8239420299598689,0.9161628714094614,0.9083837128590538,0.7529302971275691,0.79,1,1,0,300,2,1,0,2,1,3,3,4,2,2,2,3,2,1,4,2,1,1,4,4,2,1,1,5,3,2,1,2,2,3,3,2,4,4,2,2,2,3,2,1,4,1,3,1,3,2,3,3
2.250869876967437,0.8037686701643326,0.7652168717209381,0.6091301230325629,0.9371012068031045,0.8576819214759575,1,3,0,200,3,2,0,4,2,2,3,2,2,2,2,2,1,3,2,3,1,3,2,3,2,3,2,3,4,3,2,3,1,3,4,2,2,1,3,3,3,3,1,3,1,2,2,2,2,2,3,2
2.2329713504544655,0.6959427009089312,0.7385143247727672,0.7929713504544657,0.6263857435795754,0.6939357094034041,1,1,0,300,2,3,0,1,3,3,3,2,2,5,4,3,3,2,2,2,4,2,2,1,3,3,2,2,3,4,2,2,2,4,4,2,5,4,3,3,4,2,3,2,1,2,2,3,2,2,2,2
2.370343095802539,0.9486204422575055,0.7910116756778293,0.7485284717413393,0.82,0.8910116756778292,2,0,0,200,1,1,0,4,2,1,2,1,2,1,1,1,1,1,2,1,3,1,3,1,2,2,2,2,2,2,2,3,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
1.9010300800062225,0.8,0.7382648777158858,0.8940588617146413,0.8965143908542095,0.7202943085732064,1,3,0,200,2,2,0,2,1,1,2,2,2,1,3,2,2,1,2,2,2,3,2,2,3,3,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2
2.245590601496739,0.7611393631210999,0.7995252653662084,0.8270148053981139,0.96,0.6539346638694694,1,1,1,200,1,0,1,1,1,1,3,2,3,3,2,1,2,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,3,3,3,4,3,3,2,3,3
2.2820752493769496,0.8894432257769159,0.9586839881999831,0.9994938416153781,0.9396963049692268,0.7905061583846219,1,1,0,300,2,1,0,2,3,2,3,1,1,3,2,4,4,3,2,1,2,4,4,3,2,4,2,2,2,1,2,3,4,3,2,1,3,1,1,3,2,4,4,3,2,4,3,4,4,3,4,3
1.3401575263813978,0.7482424154252496,0.7419595974291251,0.9823111143440751,0.8237696907976747,0.9160808051417498,1,1,0,300,2,2,0,2,3,2,2,2,2,3,3,3,2,3,3,2,1,4,1,2,1,1,5,1,3,3,2,1,3,1,3,1,4,4,2,3,3,3,2,3,3,2,4,1,2,1,3,2
2.4381964158483775,0.7274366894683293,0.79,0.8067152558076803,0.9725633105316707,0.8216961094479807,1,1,0,300,2,1,0,3,2,3,2,3,1,2,3,2,2,3,4,1,3,2,2,2,2,3,4,4,2,4,3,3,2,2,4,2,3,3,1,2,3,2,2,3,4,3,3,3,1,4,2,2
2.867347946376526,0.7447020084845345,0.7323241920922923,0.7323241920922923,0.8084326638384886,0.9384326638384886,1,3,0,200,2,3,0,2,3,2,3,4,3,1,2,2,2,3,5,3,4,2,5,2,4,3,4,4,5,4,2,3,3,3,3,4,3,4,3,4,4,4,2,3,1,1,2,2,1,2,2,1
2.2493133168277635,0.5183820820835177,0.69740193702487,0.690441162214922,0.514362711834818,0.7856861984795839,1,3,0,200,2,0,0,5,1,1,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4
2.0088627340140968,0.8520584552431553,0.6448538618921119,0.9077573069053945,0.9284180588240712,0.8236403964190839,1,4,0,300,2,1,0,5,2,3,2,3,1,3,1,3,3,2,4,2,3,1,4,1,2,1,2,4,3,2,1,2,4,4,2,3,2,2,1,3,1,3,3,2,4,5,2,2,4,3,2,2
2.127269246719148,0.759705090988655,0.7575641557304928,0.8609230131234087,0.9643910389326231,0.6813653766404261,1,3,0,200,2,2,1,3,2,2,2,2,1,1,2,2,1,3,2,2,2,2,3,2,3,4,4,5,4,4,3,3,3,3,2,2,3,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1
2.632504105746864,0.857295164250576,0.850177691625672,0.839822308374328,0.90510036500128,0.787627509125032,2,1,1,300,2,2,0,2,2,1,1,3,5,2,1,2,3,4,2,1,2,3,1,2,2,1,3,3,3,1,2,2,2,4,1,2,3,2,5,2,1,2,3,4,2,3,1,3,2,4,2,1
2.934600301840732,0.7323019607607048,0.8444440422577025,0.6607140271656659,0.9232539969815927,0.8867460030184073,1,1,0,300,4,2,0,4,2,2,4,1,4,1,3,3,2,3,1,4,3,3,3,3,4,3,2,3,2,2,3,2,2,3,1,2,2,3,4,1,4,4,2,3,1,1,3,3,3,3,4,4
2.4030964611299357,0.6805613751811161,0.8677456016417383,0.7925350859488198,0.9346491405118024,0.6102806875905581,1,1,0,200,1,0,1,1,1,2,2,2,2,3,2,2,3,2,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,3,4,3,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2
1.5157650553902173,0.8250367100952786,0.9,0.8959853159618886,0.7855477231238621,0.79,0,1,0,300,2,4,1,2,1,1,3,4,2,3,3,3,2,1,4,2,1,1,4,4,2,1,1,4,4,2,2,2,2,3,3,2,4,4,2,3,3,3,2,1,4,2,3,1,3,2,3,3
3.0019068092593013,0.7534145751543596,0.9894456387345925,0.7216630837962226,0.851108722530815,0.913569893055524,1,3,0,200,1,2,0,1,3,2,3,2,4,2,4,2,2,1,2,2,3,3,2,3,4,4,1,3,3,3,2,1,3,2,3,3,2,1,3,2,4,3,2,1,2,2,2,2,3,1,2,3
2.4316219575533067,0.8345103240009554,0.8589135470760412,0.903152257846007,0.7810864529239587,0.8242387107699657,2,1,0,300,1,4,0,2,1,1,4,4,1,3,2,2,2,1,4,2,1,1,4,4,2,1,2,5,2,2,1,2,2,3,2,1,4,4,1,3,2,2,2,1,4,2,2,1,2,3,2,4
2.748141246932649,0.8093448067004491,0.7331691396664528,0.8230065273675433,0.8336617206670943,0.9956830860333548,1,1,0,300,3,1,2,2,3,1,2,2,2,3,4,1,1,4,3,3,2,3,4,3,4,3,1,3,2,2,3,1,4,5,1,3,1,5,2,3,4,1,1,4,3,3,3,2,3,2,1,2
