SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL,RISK_BINARY
HS2026081,2.93,1.0,0.99,0.7,0.94,0.69,Sometimes,18-20 years,Female,200,Nursing,Upper-middle income,Never,No,Less than 1 hour,4-5 hours,Moderate risk,3,3,3,4,3,1,5,4,2,1,4,3,1,5,5,2,2,1,4,3,3,3,2,2,2,2,3,4,3,4,3,1,5,4,2,4,1,5,3,5,3,3,Low Risk,0
HS2026065,1.64,0.76,0.57,0.79,0.9,1.0,Almost never,24-26 years,Male,200,Nursing,High income,Never,No,3-4 hours,5-6 hours,Low risk,2,1,2,2,1,1,3,3,2,2,4,1,2,2,5,1,4,4,2,5,1,1,4,4,2,4,2,1,1,3,2,3,1,2,1,1,1,1,1,2,2,2,Moderate Risk,1
HS2026506,2.81,0.91,0.91,0.9,0.97,0.6,Almost never,18-20 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Low risk,3,4,4,1,1,5,3,2,2,2,2,4,4,4,5,4,5,3,5,3,2,3,4,1,4,2,1,2,4,1,1,5,3,2,2,1,1,4,5,4,2,3,Low Risk,0
HS2026208,3.02,0.69,0.66,0.84,0.92,0.89,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,3-4 hours,6-7 hours,Low risk,4,3,4,2,3,3,3,5,3,4,2,1,4,4,1,3,3,4,1,5,3,4,3,3,2,2,3,5,4,2,3,3,3,5,3,1,1,2,1,5,3,4,High Risk,1
HS2026488,3.54,0.9,0.79,0.79,0.84,0.7,Rarely,21-23 years,Male,300,Nursing,Low income,Often (weekly),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,3,2,3,2,2,1,3,2,2,5,2,4,5,4,3,3,3,5,5,5,1,3,2,3,3,5,1,5,3,2,2,1,3,2,2,4,2,5,2,1,3,3,Low Risk,0
HS2026272,2.32,0.79,0.9,0.7,0.97,0.69,Rarely,27-29 years,Male,300,Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,2-3 hours,4-5 hours,High risk,3,2,2,5,2,2,2,4,3,2,3,5,4,1,3,3,2,5,4,2,5,2,2,2,1,2,5,5,2,5,2,2,2,4,3,5,5,4,3,2,4,3,Low Risk,0
HS2026390,2.94,0.78,0.89,0.7,0.95,0.7,Rarely,24-26 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,Less than 4 hours,Low risk,5,2,3,2,5,4,4,5,2,2,2,1,3,4,3,3,5,1,5,3,3,5,1,1,4,3,4,1,3,2,5,4,4,5,2,4,3,3,3,2,4,5,High Risk,1
HS2026176,2.65,0.7,0.89,1.0,0.96,0.69,Rarely,27-29 years,Male,200,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,3,3,4,5,2,4,3,3,4,2,4,5,1,2,2,3,1,3,3,3,2,2,2,3,3,4,3,2,4,5,2,4,3,3,4,3,4,2,3,2,3,3,Low Risk,0
HS2026400,3.11,0.7,0.87,0.9,0.9,0.8,Rarely,24-26 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Moderate risk,3,1,2,4,5,1,2,4,3,3,3,1,2,5,3,2,3,2,4,4,4,2,4,3,1,3,5,2,2,4,5,1,2,4,3,1,4,5,4,2,3,3,High Risk,1
HS2026351,2.76,0.68,0.84,0.96,0.84,0.69,Rarely,27-29 years,Male,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,More than 4 hours,4-5 hours,Moderate risk,4,4,2,2,3,3,2,1,1,1,1,2,2,4,5,3,3,3,2,4,2,2,2,3,2,2,3,2,2,2,3,3,2,1,1,2,4,4,2,2,4,4,High Risk,1
HS2026051,1.48,0.95,0.89,0.77,1.0,0.89,Almost never,18-20 years,Female,200,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,4-5 hours,Low risk,1,1,1,1,1,1,1,1,3,2,4,1,3,1,3,2,2,5,3,5,1,1,4,3,4,3,4,1,4,2,3,3,2,3,1,1,1,1,2,1,2,3,High Risk,1
HS2026496,2.5,0.89,0.7,1.0,0.94,0.6,Rarely,30-35 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,4,2,2,3,4,3,3,3,4,2,3,3,3,3,1,3,1,2,4,5,3,4,2,1,3,3,4,2,2,3,4,3,3,3,4,1,3,2,4,5,3,4,Low Risk,0
HS2026320,2.0,0.7,0.79,0.6,1.0,0.9,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Very low risk,2,4,2,1,3,2,5,3,1,2,1,5,4,3,5,3,2,3,3,2,4,2,1,1,4,3,2,3,2,1,3,2,5,3,1,2,3,2,1,1,5,2,Moderate Risk,1
HS2026333,2.5,0.79,0.78,0.7,0.86,0.69,Sometimes,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Low risk,4,2,3,3,3,3,2,3,3,4,2,4,3,2,4,2,3,5,4,2,3,1,3,4,3,4,3,5,3,3,3,3,2,3,3,3,1,4,2,2,3,4,Moderate Risk,1
HS2026388,2.46,0.79,0.6,0.92,1.0,0.84,Sometimes,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,1,1,3,3,1,3,3,4,1,2,3,3,1,1,2,4,3,1,3,4,4,1,4,2,3,3,1,5,3,3,1,3,3,4,1,3,4,1,2,5,4,1,High Risk,1
HS2026035,3.28,0.9,0.73,0.72,1.0,0.96,Rarely,21-23 years,Male,300,Nursing,High income,Never,No,2-3 hours,4-5 hours,Low risk,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,2,3,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Low Risk,0
HS2026155,3.38,0.69,0.53,0.77,0.66,0.69,Rarely,27-29 years,Male,200,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,2,3,2,3,1,5,3,3,2,2,3,4,2,5,5,5,5,1,2,5,4,2,4,4,2,3,4,2,2,3,1,5,3,3,2,2,1,1,2,2,1,2,Low Risk,0
HS2026535,2.76,1.0,0.69,1.0,0.78,0.79,Sometimes,24-26 years,Female,300,Nursing,Middle income,Always,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,2,3,1,2,5,2,3,3,3,2,1,2,2,1,2,3,3,3,2,3,1,1,4,4,3,3,2,2,1,2,5,2,3,3,3,2,1,5,4,4,3,2,Low Risk,0
HS2026252,1.95,1.0,0.78,0.7,1.0,0.89,Rarely,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,2,5,1,1,3,4,4,3,4,4,2,4,2,3,5,5,1,3,4,3,3,3,3,3,4,5,2,5,1,1,3,4,4,3,4,3,4,2,3,4,5,2,Low Risk,0
HS2026052,1.74,1.0,0.93,0.79,0.85,0.91,Sometimes,27-29 years,Female,200,Nursing,High income,Never,Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,Low risk,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,5,5,2,1,4,5,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,High Risk,1
HS2026245,3.24,0.79,0.79,0.6,0.93,1.0,Rarely,24-26 years,Female,300,Nursing,Low income,Sometimes (monthly),No,1-2 hours,4-5 hours,Low risk,3,5,4,2,3,2,2,3,3,2,3,5,4,3,1,1,4,4,4,3,3,2,4,5,4,1,3,3,4,2,3,2,2,3,3,2,1,2,4,2,2,3,Moderate Risk,1
HS2026199,1.83,1.0,0.89,0.92,1.0,0.59,Sometimes,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,5-6 hours,Moderate risk,1,2,4,3,2,2,2,4,2,1,3,3,5,2,3,2,1,4,4,5,1,4,5,1,2,4,2,5,4,3,2,2,2,4,2,2,3,2,1,4,1,1,Moderate Risk,1
HS2026434,2.91,0.78,0.79,0.72,0.94,0.9,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Very low risk,4,2,3,2,5,2,2,3,5,4,3,1,3,2,2,1,3,3,2,4,2,2,2,4,2,4,3,3,3,2,5,2,2,3,5,3,3,3,5,5,4,4,Low Risk,0
HS2026436,1.94,0.89,0.78,1.0,0.91,0.79,Almost never,27-29 years,Male,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,Low risk,2,5,2,3,4,4,4,2,4,5,3,5,2,5,2,3,5,3,2,1,3,2,1,2,3,2,5,5,2,3,4,4,4,2,4,3,1,3,5,3,4,2,High Risk,1
HS2026006,2.81,0.89,0.73,0.71,0.56,0.89,Rarely,24-26 years,Male,200,Nursing,Very low income,Sometimes (monthly),Yes - fewer than 10 hours/week,More than 4 hours,Less than 4 hours,Very low risk,5,5,3,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,High Risk,1
HS2026490,3.74,0.79,0.91,0.78,0.77,0.89,Rarely,24-26 years,Male,300,Nursing,Low income,Always,No,2-3 hours,More than 8 hours,High risk,5,4,2,3,2,2,2,4,3,2,4,4,4,2,4,3,4,3,2,2,2,3,2,4,4,4,5,2,2,3,2,2,2,4,3,2,3,3,3,2,1,5,Low Risk,0
HS2026206,3.26,0.69,0.89,0.69,0.92,0.89,Sometimes,18-20 years,Female,300,Nursing,Low income,Always,No,More than 4 hours,5-6 hours,Very low risk,5,1,5,1,4,4,3,3,1,5,4,3,4,3,5,3,2,3,2,2,3,2,2,3,1,3,2,4,5,1,4,4,3,3,1,1,4,4,4,4,4,5,High Risk,1
HS2026244,3.02,0.77,1.0,0.69,0.83,0.9,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,Less than 1 hour,6-7 hours,Very low risk,3,3,4,3,5,3,2,1,2,2,3,4,2,4,5,5,1,3,3,3,2,1,4,2,3,4,3,1,4,3,5,3,2,1,2,3,2,2,3,1,2,3,High Risk,1
HS2026395,2.44,0.9,0.7,0.69,0.92,0.92,Sometimes,24-26 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,6-7 hours,High risk,3,2,4,1,1,4,2,3,4,4,2,2,1,2,2,4,2,2,2,1,4,3,4,2,1,1,2,3,4,1,1,4,2,3,4,2,3,4,3,1,4,3,High Risk,1
HS2026164,3.17,0.89,0.64,0.79,1.0,0.79,Sometimes,24-26 years,Female,200,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,5,4,3,5,3,4,4,2,3,4,4,1,5,3,4,2,4,2,3,3,3,3,1,4,4,4,4,4,3,5,3,4,4,2,3,2,3,3,2,3,1,5,Low Risk,0
HS2026061,0.93,0.9,0.96,0.7,0.91,0.87,Rarely,27-29 years,Male,200,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,3-4 hours,Less than 4 hours,Moderate risk,4,3,4,4,2,1,2,5,2,3,1,2,3,2,3,2,3,4,3,2,3,3,1,2,2,2,3,1,2,3,2,3,1,2,1,2,3,1,2,3,4,2,High Risk,1
HS2026179,3.08,0.6,0.8,0.9,0.98,0.78,Sometimes,30-35 years,Male,200,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,6-7 hours,Low risk,1,2,4,4,5,1,1,1,3,5,1,3,4,2,4,4,4,3,3,2,5,5,4,4,1,3,2,1,4,4,5,1,1,1,3,2,1,4,2,5,1,1,Low Risk,0
HS2026385,2.89,1.0,0.77,0.79,0.78,0.73,Rarely,24-26 years,Male,300,Nursing,High income,Never,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Moderate risk,2,5,2,1,2,3,2,1,4,5,2,1,3,4,5,2,1,4,5,3,5,3,5,4,1,4,1,3,2,1,2,3,2,1,4,1,2,1,1,4,3,2,High Risk,1
HS2026202,3.14,0.78,0.79,0.89,0.74,0.59,Rarely,27-29 years,Female,300,Nursing,Low income,Always,No,Less than 1 hour,More than 8 hours,Low risk,4,5,2,2,3,5,2,1,4,2,4,3,2,2,5,5,4,2,2,2,5,3,3,2,2,3,1,2,2,2,3,5,2,1,4,1,3,4,3,4,3,4,High Risk,1
HS2026108,1.12,0.6,0.7,1.0,0.93,0.78,Sometimes,21-23 years,Female,200,Nursing,Low income,Never,No,2-3 hours,4-5 hours,Low risk,1,3,5,2,4,2,3,4,4,1,4,2,5,3,2,3,2,3,1,4,4,4,3,3,4,5,3,4,5,2,4,2,3,4,4,4,2,3,3,3,2,1,High Risk,1
HS2026410,2.56,0.8,0.69,0.89,0.9,0.55,Sometimes,24-26 years,Male,300,Nursing,Upper-middle income,Never,No,2-3 hours,4-5 hours,Very low risk,3,4,1,5,3,4,4,1,5,4,4,5,3,3,4,2,1,3,1,3,4,3,1,4,3,1,3,2,1,5,3,4,4,1,5,3,3,2,2,1,5,3,Moderate Risk,1
HS2026031,2.11,0.8,0.7,0.93,0.95,0.69,Sometimes,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,5-6 hours,Low risk,2,2,1,1,2,2,2,3,2,2,3,2,3,2,4,4,4,5,4,4,4,3,4,3,2,2,4,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,High Risk,1
HS2026094,3.24,0.7,0.64,1.0,0.88,0.87,Sometimes,21-23 years,Female,200,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,More than 8 hours,Low risk,5,5,1,3,5,4,4,1,2,2,3,1,1,2,1,4,3,1,2,4,4,4,3,3,3,3,3,3,1,3,5,4,4,1,2,5,5,5,3,4,2,5,Low Risk,0
HS2026373,2.43,0.9,0.55,0.95,0.78,1.0,Almost never,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,2,3,4,4,2,3,4,3,3,4,4,2,3,2,1,1,2,3,3,3,5,4,5,2,3,2,3,5,4,4,2,3,4,3,3,3,3,2,3,3,4,2,High Risk,1
HS2026317,2.89,0.69,0.79,0.7,0.8,0.84,Almost never,30-35 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,More than 4 hours,4-5 hours,Low risk,2,3,3,1,3,2,3,1,2,1,4,4,1,2,5,2,4,2,4,2,3,2,4,4,2,2,1,4,3,1,3,2,3,1,2,3,2,4,4,1,1,2,Low Risk,0
HS2026118,2.75,1.0,0.7,0.89,1.0,1.0,Rarely,21-23 years,Female,200,Nursing,Middle income,Never,No,2-3 hours,6-7 hours,Moderate risk,2,2,2,3,3,2,2,3,5,2,1,2,3,2,1,2,5,3,2,3,2,1,2,1,3,1,3,4,2,3,3,2,2,3,5,1,1,1,2,3,3,2,High Risk,1
HS2026503,3.17,0.6,0.6,0.69,0.9,0.7,Rarely,21-23 years,Female,300,Nursing,Middle income,Always,No,2-3 hours,6-7 hours,Moderate risk,5,5,2,2,2,4,2,4,4,2,3,1,4,4,1,2,3,2,5,3,3,4,5,1,1,3,2,4,2,2,2,4,2,4,4,3,1,1,2,5,3,5,Low Risk,0
HS2026526,1.91,0.93,0.69,0.99,1.0,0.77,Rarely,27-29 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,3-4 hours,More than 8 hours,Low risk,3,1,2,3,4,2,3,3,3,3,5,5,2,1,1,2,2,2,4,1,4,2,2,2,3,1,2,2,2,3,4,2,3,3,3,4,3,1,4,1,4,3,Moderate Risk,1
HS2026066,3.05,0.83,0.89,0.87,0.86,0.89,Sometimes,21-23 years,Female,200,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,4-5 hours,Moderate risk,3,2,4,4,2,3,2,3,3,3,2,3,3,3,4,2,3,4,2,4,2,4,2,3,5,4,3,3,4,2,2,2,2,4,2,2,1,2,2,2,2,2,Low Risk,0
HS2026552,3.04,1.0,0.6,0.89,0.64,0.92,Rarely,27-29 years,Female,300,Nursing,Low income,Often (weekly),No,Less than 1 hour,Less than 4 hours,Moderate risk,4,2,1,4,2,4,2,4,3,3,4,5,1,3,2,3,5,3,4,3,1,1,1,2,4,2,2,5,1,4,2,4,2,4,3,2,3,4,2,4,3,4,Low Risk,0
HS2026516,2.89,0.79,0.78,0.66,0.96,1.0,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,Less than 4 hours,Moderate risk,4,1,2,2,2,4,3,1,3,3,3,1,3,2,1,5,3,2,2,2,4,2,3,2,4,4,3,3,2,2,2,4,3,1,3,4,2,1,2,3,3,4,Low Risk,0
HS2026433,2.54,0.92,0.6,0.67,0.87,0.93,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,Less than 1 hour,5-6 hours,High risk,3,1,5,3,3,5,2,1,2,4,3,1,4,4,5,3,1,2,1,4,4,3,3,1,1,1,4,5,5,3,3,5,2,1,2,4,1,1,2,4,4,3,Moderate Risk,1
HS2026449,3.17,0.92,0.69,0.7,0.81,0.69,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,3-4 hours,6-7 hours,Low risk,1,2,2,4,1,1,2,2,1,4,4,5,2,4,3,5,4,3,2,1,2,3,4,3,3,4,2,5,2,4,1,1,2,2,1,3,2,5,3,2,3,1,Low Risk,0
HS2026050,3.74,0.78,0.8,0.7,0.68,0.79,Rarely,27-29 years,Male,200,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,More than 8 hours,High risk,3,3,3,3,3,3,3,3,3,2,3,2,3,2,5,4,4,5,4,4,2,2,5,1,3,5,5,3,4,3,3,4,3,5,3,3,3,3,3,3,3,2,Low Risk,0
HS2026080,2.14,0.69,1.0,0.69,0.91,0.99,Sometimes,27-29 years,Male,200,Nursing,Upper-middle income,Never,No,2-3 hours,5-6 hours,Moderate risk,3,3,5,1,1,3,5,5,1,1,2,2,1,2,4,3,2,1,3,2,1,4,4,1,4,4,5,1,5,1,1,3,5,5,1,1,5,3,1,2,5,3,High Risk,1
HS2026258,1.95,0.79,1.0,0.78,0.73,0.93,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Very low risk,4,3,3,3,2,1,3,1,3,2,4,3,1,4,1,1,5,2,4,1,4,5,3,2,3,2,3,4,3,3,2,1,3,1,3,3,3,2,5,5,4,4,Low Risk,0
HS2026540,3.26,0.89,0.79,0.79,0.98,0.79,Rarely,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Low risk,2,3,3,1,1,1,5,2,3,3,3,3,2,3,5,4,3,3,1,1,3,1,3,2,1,4,1,2,3,1,1,1,5,2,3,1,3,5,1,3,3,2,Low Risk,0
HS2026218,1.67,1.0,0.99,0.93,0.6,0.91,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,3-4 hours,4-5 hours,Moderate risk,1,2,3,3,4,2,2,3,1,4,1,2,2,2,1,4,2,1,1,1,1,3,1,3,2,4,5,2,3,3,4,2,2,3,1,2,3,3,4,3,2,1,Low Risk,0
HS2026211,2.55,0.78,0.7,0.9,0.95,0.7,Rarely,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,More than 4 hours,6-7 hours,Moderate risk,2,3,3,3,1,1,2,2,4,2,5,4,4,1,3,2,2,2,1,4,3,3,1,1,3,2,5,4,3,3,1,1,2,2,4,4,2,3,1,4,3,2,Moderate Risk,1
HS2026161,3.15,0.7,0.79,0.91,0.85,0.7,Rarely,27-29 years,Male,200,Nursing,High income,Never,Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Moderate risk,2,4,1,4,3,3,4,5,3,1,4,2,2,2,3,1,2,2,3,5,1,1,2,5,5,4,2,5,1,4,3,3,4,5,3,2,3,3,2,3,4,2,Low Risk,0
HS2026472,2.52,0.89,0.89,0.89,0.91,0.87,Sometimes,27-29 years,Male,300,Nursing,Low income,Always,No,1-2 hours,More than 8 hours,Very low risk,5,2,4,2,2,2,4,3,5,4,5,3,1,1,3,4,5,1,5,1,2,3,3,5,1,5,1,2,4,2,2,2,4,3,5,4,2,1,4,3,3,5,Low Risk,0
HS2026403,2.56,0.69,0.88,0.96,0.95,0.9,Sometimes,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,1,3,2,4,1,2,3,3,3,3,4,1,5,3,1,5,1,3,2,4,1,2,2,3,4,2,2,3,2,4,1,2,3,3,3,4,5,5,5,1,4,1,Moderate Risk,1
HS2026017,3.33,0.6,0.64,0.64,0.77,0.79,Sometimes,27-29 years,Female,200,Nursing,Low income,Never,Yes - fewer than 10 hours/week,1-2 hours,5-6 hours,High risk,5,5,5,3,4,3,3,4,5,4,5,2,3,2,2,5,4,2,2,1,2,2,2,5,3,4,5,5,5,5,4,4,2,4,1,2,4,3,2,3,3,2,Moderate Risk,1
HS2026019,2.97,0.93,0.66,0.66,0.52,0.92,Rarely,21-23 years,Female,200,Nursing,Upper-middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,4,5,3,1,2,2,2,3,5,2,4,1,5,2,4,4,4,4,4,4,1,3,4,4,2,4,3,4,4,3,4,4,2,3,2,1,2,2,2,2,2,2,Moderate Risk,1
HS2026171,3.04,0.89,0.76,0.69,0.76,0.7,Sometimes,30-35 years,Male,200,Nursing,Low income,Always,No,1-2 hours,4-5 hours,Low risk,4,4,5,3,2,2,1,3,3,4,2,1,3,4,4,4,3,4,4,5,2,1,3,2,4,2,5,2,5,3,2,2,1,3,3,1,4,4,1,1,1,4,Low Risk,0
HS2026139,2.88,0.79,0.64,0.99,1.0,1.0,Rarely,24-26 years,Female,200,Nursing,Low income,Always,No,3-4 hours,6-7 hours,High risk,3,5,2,5,5,3,3,1,4,2,1,2,5,3,4,1,1,3,1,5,4,4,3,3,1,4,2,1,2,5,5,3,3,1,4,1,2,2,2,3,2,3,Moderate Risk,1
HS2026563,3.04,0.84,0.7,0.79,0.92,0.7,Sometimes,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,2-3 hours,More than 8 hours,Low risk,4,2,4,2,2,1,3,1,3,4,2,1,4,5,1,4,3,4,4,3,3,4,5,1,1,3,2,4,4,2,2,1,3,1,3,5,3,3,1,1,4,4,Moderate Risk,1
HS2026468,2.39,0.75,0.78,0.88,0.88,0.93,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,More than 4 hours,4-5 hours,Low risk,4,4,5,1,3,4,4,1,2,4,1,4,3,4,2,3,3,3,2,5,4,2,3,2,3,4,2,3,5,1,3,4,4,1,2,3,3,2,5,3,2,4,High Risk,1
HS2026329,2.0,0.78,0.73,1.0,0.93,1.0,Rarely,30-35 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,High risk,3,4,3,3,5,4,2,3,3,4,1,3,4,4,2,4,2,3,2,4,3,4,3,3,2,5,5,3,3,3,5,4,2,3,3,2,5,3,5,1,4,3,Low Risk,0
HS2026502,3.19,0.69,0.6,0.79,0.96,0.79,Rarely,27-29 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,3,2,1,3,5,1,2,1,1,3,3,2,4,4,4,1,4,3,5,5,2,3,4,5,4,3,5,2,1,3,5,1,2,1,4,2,4,3,1,4,3,Low Risk,0
HS2026125,3.0,0.7,0.77,0.6,0.86,0.69,Rarely,24-26 years,Female,200,Nursing,Upper-middle income,Rarely (once or twice a semester),No,Less than 1 hour,6-7 hours,Very low risk,3,3,4,2,3,2,2,4,3,2,4,5,4,3,3,3,2,2,1,3,2,3,3,4,4,3,3,2,4,2,3,2,2,4,3,3,4,1,5,4,1,3,High Risk,1
HS2026524,1.76,0.79,0.77,0.87,0.71,0.89,Rarely,21-23 years,Female,300,Nursing,Low income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Very low risk,2,3,4,4,4,5,3,4,4,4,3,1,3,3,4,3,3,2,1,2,4,1,2,2,4,5,2,3,4,4,4,5,3,4,4,1,1,1,3,3,1,2,Low Risk,0
HS2026146,3.02,0.78,0.8,0.7,0.84,1.0,Rarely,30-35 years,Male,200,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Low risk,3,2,2,4,3,3,5,1,4,2,5,2,2,4,3,2,1,2,3,3,4,5,3,3,4,5,1,4,2,4,3,3,5,1,4,2,3,1,4,5,4,3,Moderate Risk,1
HS2026256,3.27,0.9,0.89,0.79,0.97,0.79,Sometimes,18-20 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,More than 8 hours,Moderate risk,4,2,4,2,4,3,2,3,5,3,2,4,2,3,3,2,4,2,3,1,4,2,2,4,3,5,5,4,4,2,4,3,2,3,5,1,4,2,1,3,4,4,Low Risk,0
HS2026327,2.05,0.68,0.85,0.89,0.89,0.9,Rarely,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,5-6 hours,Moderate risk,2,1,3,2,2,2,3,4,1,2,1,2,2,3,2,1,3,4,3,5,5,4,2,1,4,4,3,1,3,2,2,2,3,4,1,2,3,1,2,5,3,2,High Risk,1
HS2026038,2.43,0.64,0.84,0.59,0.93,0.75,Sometimes,18-20 years,Male,200,Nursing,Low income,Often (weekly),Yes - 10-20 hours/week,1-2 hours,6-7 hours,Moderate risk,3,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,1,1,2,2,3,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,High Risk,1
HS2026174,2.85,1.0,0.84,0.79,0.74,0.69,Rarely,21-23 years,Female,200,Nursing,Low income,Always,No,2-3 hours,Less than 4 hours,Moderate risk,2,5,4,2,2,2,3,4,1,3,3,3,4,2,4,3,4,3,4,2,5,3,3,5,4,5,1,3,4,2,2,2,3,4,1,1,2,4,2,2,3,2,Low Risk,0
HS2026216,1.98,0.96,0.87,1.0,0.87,0.79,Rarely,21-23 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,3-4 hours,4-5 hours,Moderate risk,1,3,4,5,1,1,5,4,1,4,5,1,2,2,1,4,4,2,3,1,3,4,3,3,2,5,5,4,4,5,1,1,5,4,1,3,5,4,5,1,3,1,Moderate Risk,1
