SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026288,2.34,0.89,0.88,0.93,0.81,0.79,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,More than 4 hours,4-5 hours,Moderate risk,5,1,1,1,4,2,5,4,3,1,1,2,3,5,1,5,3,4,1,4,3,3,5,5,2,4,1,2,1,1,4,2,5,4,3,2,3,5,3,2,3,5,Not At-Risk
HS2026289,3.14,0.9,0.9,0.63,0.69,0.7,Almost never,24-26 years,Female,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,5-6 hours,Moderate risk,3,1,2,2,1,3,4,5,3,3,5,2,2,1,2,1,2,4,2,2,3,4,4,2,2,2,5,5,2,2,1,3,4,5,3,1,1,3,2,4,1,3,Not At-Risk
HS2026290,2.89,1,0.87,0.87,0.99,0.93,Sometimes,24-26 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,4-5 hours,Moderate risk,2,4,3,4,5,1,3,2,2,3,3,3,2,4,1,3,2,1,4,5,3,3,2,4,5,2,3,1,3,4,5,1,3,2,2,2,3,3,2,4,4,2,Not At-Risk
HS2026291,1.45,1,0.78,0.4,0.78,0.9,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,5-6 hours,High risk,4,2,4,5,2,4,3,1,5,3,5,1,5,2,4,4,4,5,3,2,5,1,3,1,4,2,2,3,4,5,2,4,3,1,5,3,3,2,5,2,2,4,At-Risk
HS2026292,3.55,0.7,0.99,0.77,0.93,0.6,Rarely,30-35 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,More than 8 hours,Moderate risk,1,1,3,3,1,1,2,4,3,2,3,3,3,2,3,3,4,5,3,5,2,2,4,3,2,3,2,5,3,3,1,1,2,4,3,4,1,3,4,3,3,1,Not At-Risk
HS2026293,2.34,0.69,0.88,0.64,0.94,0.79,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,More than 8 hours,Low risk,2,3,4,1,1,1,2,4,2,2,4,4,2,1,1,3,3,2,5,3,2,4,3,2,3,1,5,4,4,1,1,1,2,4,2,5,4,5,4,3,4,2,Not At-Risk
HS2026294,2.82,0.7,1,0.56,0.95,0.87,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,Moderate risk,3,3,3,3,4,2,1,3,2,5,3,1,5,5,1,2,1,4,4,3,5,2,1,4,2,2,3,3,3,3,4,2,1,3,2,3,3,4,5,2,5,3,Not At-Risk
HS2026295,2.64,0.69,0.89,0.67,0.8,0.78,Rarely,24-26 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,3,2,3,2,4,3,2,2,3,1,3,5,1,3,1,3,3,1,3,2,3,4,5,2,4,2,3,3,3,2,4,3,2,2,3,1,3,3,3,3,5,3,Not At-Risk
HS2026296,2.41,0.79,0.9,0.79,0.7,0.99,Almost never,30-35 years,Male,300,BSc Nursing,Low income,Often (weekly),Yes - 10-20 hours/week,3-4 hours,5-6 hours,Very low risk,3,3,5,2,4,3,2,3,1,3,5,2,5,5,4,5,4,5,5,2,4,4,3,4,3,5,3,3,5,2,4,3,2,3,1,2,1,1,4,4,1,3,Not At-Risk
HS2026297,2.41,0.69,1,0.49,0.96,0.88,Sometimes,27-29 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,2-3 hours,4-5 hours,Low risk,3,5,3,1,4,2,3,2,1,4,2,4,1,1,2,2,4,2,2,2,5,3,2,2,3,5,1,4,3,1,4,2,3,2,1,3,4,2,1,1,5,3,Not At-Risk
HS2026298,2.68,0.7,1,0.65,0.96,1,Sometimes,27-29 years,Female,300,BSc Nursing,Low income,Always,No,1-2 hours,6-7 hours,Low risk,3,4,3,3,4,1,3,3,3,2,2,4,1,2,2,1,1,2,3,5,3,4,4,2,3,2,3,3,3,3,4,1,3,3,3,2,4,3,5,5,4,3,At-Risk
HS2026299,3.27,0.7,0.7,0.63,0.73,0.89,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Always,No,3-4 hours,4-5 hours,High risk,1,2,2,1,1,3,2,5,3,4,5,3,3,4,5,2,3,4,1,1,1,4,4,2,1,3,5,1,2,1,1,3,2,5,3,3,3,4,3,3,2,1,Not At-Risk
HS2026300,2.75,0.9,0.69,0.66,0.74,0.9,Rarely,24-26 years,Female,300,BSc Nursing,Low income,Never,Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,High risk,3,5,3,2,3,5,4,1,2,2,5,4,1,3,1,1,5,3,4,4,5,2,3,4,5,4,4,1,3,2,3,5,4,1,2,3,2,3,2,3,4,3,Not At-Risk
HS2026301,2.61,1,0.7,0.89,1,1,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,3-4 hours,6-7 hours,Very low risk,4,5,4,4,4,3,1,3,3,4,1,2,3,1,3,4,3,2,1,2,1,3,2,3,3,4,3,1,4,4,4,3,1,3,3,2,3,2,4,1,2,4,Not At-Risk
HS2026302,3.18,0.7,0.69,0.72,0.92,1,Rarely,27-29 years,Female,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,3-4 hours,4-5 hours,Low risk,3,1,3,1,1,3,3,5,2,5,3,5,3,3,3,3,2,2,1,3,5,1,5,5,3,3,1,3,3,1,1,3,3,5,2,3,4,1,5,1,4,3,Not At-Risk
HS2026303,2.18,0.77,0.79,0.81,0.91,0.7,Almost never,21-23 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,Less than 1 hour,6-7 hours,Low risk,3,4,4,3,5,2,3,1,2,4,4,2,2,2,5,5,2,3,3,4,1,1,4,3,3,2,2,5,4,3,5,2,3,1,2,2,3,4,3,3,4,3,Not At-Risk
HS2026304,3.45,0.79,0.69,0.63,0.72,0.69,Sometimes,30-35 years,Male,300,BSc Nursing,Upper-middle income,Never,No,1-2 hours,4-5 hours,Low risk,4,4,2,3,4,2,3,2,3,1,2,3,3,4,2,3,3,2,3,4,4,5,4,4,4,5,2,3,2,3,4,2,3,2,3,3,1,3,3,4,2,4,Not At-Risk
HS2026305,2.48,0.69,0.7,0.77,0.96,0.7,Sometimes,27-29 years,Male,300,BSc Nursing,Upper-middle income,Never,No,2-3 hours,6-7 hours,Moderate risk,2,3,3,1,2,4,1,1,1,2,1,2,3,1,2,4,3,1,1,4,1,4,2,4,4,2,2,3,3,1,2,4,1,1,1,2,1,2,4,3,4,2,Not At-Risk
HS2026306,3.43,0.78,0.7,0.83,0.84,0.69,Rarely,18-20 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,4,2,5,4,1,5,3,4,5,1,1,4,1,3,3,3,3,2,1,3,1,3,1,2,2,2,5,2,5,4,1,5,3,4,5,5,3,4,5,2,3,4,Not At-Risk
HS2026307,3.27,0.99,0.89,0.52,0.7,0.79,Rarely,18-20 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,3-4 hours,5-6 hours,Moderate risk,5,4,2,3,3,3,1,1,5,3,2,3,3,4,3,3,3,1,4,1,1,4,3,3,2,2,4,1,2,3,3,3,1,1,5,4,1,3,2,3,4,5,Not At-Risk
HS2026308,2.41,0.88,0.85,0.91,0.96,0.69,Rarely,21-23 years,Female,300,BSc Nursing,High income,Never,No,0,4-5 hours,Moderate risk,3,5,2,4,4,2,3,3,3,2,2,1,3,2,5,5,4,3,3,3,4,3,4,2,4,1,2,2,2,4,4,2,3,3,3,4,2,2,4,1,4,3,Not At-Risk
HS2026309,1.57,1,0.69,0.76,0.97,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,3-4 hours,5-6 hours,Moderate risk,5,4,3,4,5,4,2,4,3,3,1,4,1,3,3,4,2,1,3,5,2,4,2,4,4,2,2,4,3,4,5,4,2,4,3,1,3,2,3,2,5,5,Not At-Risk
HS2026310,2.16,0.89,0.73,0.83,0.68,0.7,Almost never,24-26 years,Male,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,More than 8 hours,High risk,2,2,5,4,1,2,4,4,2,3,3,5,2,3,5,3,3,5,3,3,2,3,2,3,5,2,2,3,5,4,1,2,4,4,2,5,3,2,2,4,2,2,Not At-Risk
HS2026311,3.11,0.9,0.69,0.65,1,0.89,Sometimes,27-29 years,Male,300,BSc Nursing,Middle income,Always,No,2-3 hours,More than 8 hours,Moderate risk,3,1,4,3,1,4,3,3,3,4,3,1,3,3,4,5,2,4,5,5,2,5,5,2,4,3,5,4,4,3,1,4,3,3,3,3,1,1,1,2,5,3,Not At-Risk
HS2026312,2.2,1,1,0.67,0.89,0.85,Sometimes,21-23 years,Male,300,BSc Nursing,Low income,Always,Yes - fewer than 10 hours/week,Less than 1 hour,More than 8 hours,Low risk,4,2,3,1,1,3,4,5,3,3,2,1,2,5,1,2,1,4,4,1,3,1,3,5,4,2,5,2,3,1,1,3,4,5,3,3,4,3,3,3,2,4,Not At-Risk
HS2026313,2.75,1,0.7,0.55,0.9,0.69,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Never,No,1-2 hours,6-7 hours,Moderate risk,3,4,1,3,4,3,4,1,4,4,1,1,4,4,2,2,4,5,3,2,1,2,4,2,3,2,5,4,1,3,4,3,4,1,4,2,4,2,2,3,3,3,Not At-Risk
HS2026314,2.27,0.7,0.69,0.55,0.87,0.73,Rarely,24-26 years,Female,300,BSc Nursing,Upper-middle income,Never,No,More than 4 hours,5-6 hours,Low risk,4,5,5,3,3,2,3,3,2,1,4,1,4,2,2,3,1,3,3,3,4,2,4,4,2,4,2,4,5,3,3,2,3,3,2,2,2,1,2,5,5,4,Not At-Risk
HS2026315,3.25,0.69,0.7,0.6,0.9,0.69,Rarely,24-26 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,Less than 1 hour,4-5 hours,Very low risk,2,4,2,4,4,2,3,5,2,3,3,3,2,2,2,1,4,1,2,5,2,4,4,3,5,4,3,4,2,4,4,2,3,5,2,4,3,3,4,4,1,2,Not At-Risk
HS2026316,2.7,0.7,0.69,0.79,1,0.68,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,2,2,2,5,5,3,4,4,4,3,2,2,5,2,3,5,4,4,3,4,4,3,2,4,3,5,3,2,2,5,5,3,4,4,4,1,1,1,2,3,1,2,Not At-Risk
HS2026317,2.89,0.69,0.79,0.7,0.8,0.84,Almost never,30-35 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,More than 4 hours,4-5 hours,Low risk,2,3,3,1,3,2,3,1,2,1,4,4,1,2,5,2,4,2,4,2,3,2,4,4,2,2,1,4,3,1,3,2,3,1,2,3,2,4,4,1,1,2,Not At-Risk
HS2026318,2.93,0.79,0.69,0.93,0.7,0.78,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,High risk,1,3,4,3,3,4,1,2,2,3,5,3,3,2,3,2,4,4,1,1,2,3,2,2,1,1,5,3,4,3,3,4,1,2,2,3,3,1,3,3,3,1,Not At-Risk
HS2026319,1.95,0.69,1,0.9,0.75,0.7,Sometimes,21-23 years,Female,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,High risk,2,3,3,1,1,4,3,2,3,2,3,5,4,2,1,2,5,2,1,2,4,3,3,3,4,3,3,1,3,1,1,4,3,2,3,3,3,2,1,4,4,2,Not At-Risk
HS2026320,2,0.7,0.79,0.6,1,0.9,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Very low risk,2,4,2,1,3,2,5,3,1,2,1,5,4,3,5,3,2,3,3,2,4,2,1,1,4,3,2,3,2,1,3,2,5,3,1,2,3,2,1,1,5,2,Not At-Risk
HS2026321,1.98,0.7,0.9,0.79,0.74,1,Rarely,30-35 years,Male,300,BSc Nursing,High income,Never,No,Less than 1 hour,6-7 hours,Low risk,2,3,4,2,1,3,4,2,5,3,2,3,3,5,3,4,1,2,2,3,3,4,1,1,2,2,5,3,4,2,1,3,4,2,5,4,3,2,3,2,3,2,Not At-Risk
HS2026322,1.1,0.89,0.9,0.87,0.87,0.79,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,4-5 hours,Low risk,3,3,2,3,5,3,2,3,5,2,2,2,5,5,2,1,1,4,5,3,5,2,2,4,3,4,5,4,2,3,5,3,2,3,5,3,4,3,4,3,2,3,At-Risk
HS2026323,2.59,0.85,0.92,0.78,0.9,0.96,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Low risk,2,1,1,3,2,1,3,3,2,4,4,3,2,3,3,1,5,1,3,4,4,3,2,2,2,2,2,4,1,3,2,1,3,3,2,4,4,4,5,3,4,2,Not At-Risk
HS2026324,2.36,0.69,0.78,0.99,0.98,0.92,Almost never,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,1,1,5,1,2,1,1,5,1,4,3,4,3,1,1,1,5,2,3,3,1,4,3,2,3,2,3,3,5,1,2,1,1,5,1,3,2,4,4,3,3,1,Not At-Risk
HS2026325,2.27,0.73,0.7,0.88,0.78,1,Sometimes,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,5-6 hours,Moderate risk,2,2,4,3,2,1,3,2,4,3,1,1,3,4,3,2,1,3,1,2,2,2,3,5,4,2,1,3,4,3,2,1,3,2,4,5,5,2,3,3,2,2,Not At-Risk
HS2026326,2.82,0.69,0.89,1,0.86,0.89,Sometimes,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,3,2,2,3,2,3,3,3,2,2,1,4,3,2,4,2,4,1,5,2,3,3,3,4,2,3,2,2,2,3,2,3,3,3,2,2,2,4,2,1,2,3,Not At-Risk
HS2026327,2.05,0.68,0.85,0.89,0.89,0.9,Rarely,27-29 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,5-6 hours,Moderate risk,2,1,3,2,2,2,3,4,1,2,1,2,2,3,2,1,3,4,3,5,5,4,2,1,4,4,3,1,3,2,2,2,3,4,1,2,3,1,2,5,3,2,At-Risk
HS2026328,2.36,0.84,0.69,0.9,0.61,1,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Often (weekly),No,2-3 hours,More than 8 hours,Moderate risk,5,2,1,3,3,2,2,3,4,5,2,3,2,1,2,3,2,3,3,3,2,4,3,3,1,3,5,3,1,3,3,2,2,3,4,4,1,1,3,4,1,5,Not At-Risk
HS2026329,2,0.78,0.73,1,0.93,1,Rarely,30-35 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,High risk,3,4,3,3,5,4,2,3,3,4,1,3,4,4,2,4,2,3,2,4,3,4,3,3,2,5,5,3,3,3,5,4,2,3,3,2,5,3,5,1,4,3,Not At-Risk
HS2026330,2.45,0.7,0.69,1,1,0.7,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Always,No,3-4 hours,More than 8 hours,Moderate risk,2,2,4,1,2,2,1,5,1,2,4,1,2,2,1,3,5,2,4,3,3,2,4,2,2,5,1,4,4,1,2,2,1,5,1,5,5,2,4,1,2,2,Not At-Risk
HS2026331,2.41,0.9,0.68,0.7,0.88,0.69,Almost never,18-20 years,Female,300,BSc Nursing,Low income,Always,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,3,3,3,3,3,3,5,2,2,2,5,2,4,5,5,3,1,4,4,4,3,3,3,3,2,3,3,4,3,3,3,3,5,2,2,4,2,2,2,5,5,3,Not At-Risk
HS2026332,1.8,1,0.84,0.69,0.92,0.7,Sometimes,18-20 years,Male,300,BSc Nursing,Low income,Never,No,2-3 hours,5-6 hours,Moderate risk,2,3,4,3,1,2,2,5,2,3,2,4,5,5,4,2,4,2,5,3,5,5,4,3,2,1,2,3,4,3,1,2,2,5,2,2,4,5,2,3,1,2,Not At-Risk
HS2026333,2.5,0.79,0.78,0.7,0.86,0.69,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Low risk,4,2,3,3,3,3,2,3,3,4,2,4,3,2,4,2,3,5,4,2,3,1,3,4,3,4,3,5,3,3,3,3,2,3,3,3,1,4,2,2,3,4,Not At-Risk
HS2026334,2.05,0.96,0.7,0.69,0.64,0.79,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,6-7 hours,Very low risk,1,3,3,1,1,1,4,2,3,4,1,5,3,1,3,3,4,1,3,3,2,3,2,4,1,3,1,4,3,1,1,1,4,2,3,4,3,2,3,2,5,1,Not At-Risk
HS2026335,2.11,0.92,0.9,0.79,0.94,0.69,Rarely,24-26 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,4-5 hours,Low risk,4,3,4,3,1,4,4,5,3,4,2,3,3,4,1,3,4,1,4,3,4,1,5,3,5,4,4,3,4,3,1,4,4,5,3,3,2,3,1,5,4,4,Not At-Risk
HS2026336,3.23,1,1,0.69,1,0.7,Rarely,27-29 years,Male,300,BSc Nursing,Upper-middle income,Never,No,2-3 hours,Less than 4 hours,Low risk,3,3,3,5,5,3,3,2,2,4,3,3,4,3,3,3,4,1,3,1,2,5,3,1,5,3,2,4,3,5,5,3,3,2,2,1,4,2,2,3,3,3,Not At-Risk
HS2026337,3,0.89,0.79,0.7,0.96,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Upper-middle income,Never,No,2-3 hours,6-7 hours,High risk,3,2,3,4,3,2,4,2,3,3,1,1,3,5,4,2,1,4,2,1,2,5,1,2,1,1,3,1,3,4,3,2,4,2,3,5,2,4,2,3,3,3,Not At-Risk
HS2026338,2.64,0.9,0.96,0.7,0.88,0.9,Almost never,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,High risk,4,3,1,4,2,5,2,4,3,2,4,4,1,3,1,3,5,1,3,3,2,4,3,1,3,2,3,4,1,4,2,5,2,4,3,3,4,3,5,3,3,4,Not At-Risk
HS2026339,2.16,1,0.92,0.89,0.9,1,Sometimes,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Very low risk,3,2,3,1,3,2,4,3,3,2,3,5,1,1,4,2,3,3,2,3,3,3,5,2,3,2,1,3,3,1,3,2,4,3,3,2,2,3,5,1,4,3,Not At-Risk
HS2026340,3.17,1,1,0.85,0.7,0.68,Sometimes,24-26 years,Male,300,BSc Nursing,High income,Never,Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,3,3,4,1,4,3,3,4,2,4,5,3,1,3,1,2,3,2,2,3,5,3,1,3,3,4,5,2,4,1,4,3,3,4,2,4,2,3,2,3,3,3,Not At-Risk
HS2026341,3.5,0.7,0.89,0.69,0.87,0.98,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,2,1,4,5,1,3,2,1,3,5,2,1,2,3,3,3,5,5,3,3,3,4,1,1,1,3,4,1,4,5,1,3,2,1,3,4,2,1,3,5,1,2,Not At-Risk
HS2026342,3.32,0.69,0.92,0.73,0.84,0.78,Rarely,30-35 years,Female,300,BSc Nursing,Middle income,Never,No,2-3 hours,4-5 hours,Low risk,2,1,3,5,3,1,1,4,2,1,2,5,1,2,4,3,3,4,4,5,2,1,3,2,1,2,4,2,3,5,3,1,1,4,2,3,4,5,4,4,1,2,Not At-Risk
HS2026343,3.09,0.7,0.78,0.69,0.84,0.77,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Always,Yes - fewer than 10 hours/week,2-3 hours,5-6 hours,Moderate risk,2,3,4,3,2,3,3,3,1,2,4,4,2,1,5,2,3,2,2,4,2,5,1,2,1,1,4,3,4,3,2,3,3,3,1,2,3,3,4,3,1,2,Not At-Risk
HS2026344,2.59,0.69,0.7,0.68,0.84,0.94,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Always,No,1-2 hours,4-5 hours,Moderate risk,5,2,2,3,2,4,3,3,2,4,3,2,1,3,3,2,5,2,3,3,5,1,5,2,2,2,4,2,2,3,2,4,3,3,2,5,5,3,3,1,3,5,Not At-Risk
HS2026345,3.44,0.79,0.89,0.84,0.95,0.95,Almost never,24-26 years,Female,300,BSc Nursing,Middle income,Never,No,2-3 hours,5-6 hours,Moderate risk,3,1,1,4,2,4,2,2,5,4,2,5,2,4,3,3,3,1,3,3,3,1,3,4,5,5,2,5,1,4,2,4,2,2,5,4,3,3,2,2,5,3,Not At-Risk
HS2026346,3.3,0.69,0.85,0.78,1,0.67,Sometimes,30-35 years,Male,300,BSc Nursing,Upper-middle income,Never,Yes - more than 20 hours/week,1-2 hours,More than 8 hours,Moderate risk,3,5,2,2,2,3,4,3,1,4,2,1,3,4,4,4,1,5,3,1,3,2,3,4,1,2,5,4,2,2,2,3,4,3,1,4,4,4,5,2,3,3,Not At-Risk
HS2026347,2.76,0.7,0.69,0.7,0.93,0.76,Sometimes,27-29 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Moderate risk,4,1,1,3,5,4,3,3,4,1,4,2,4,2,2,2,2,2,3,3,5,1,5,4,2,4,2,5,1,3,5,4,3,3,4,2,4,4,2,2,3,4,Not At-Risk
HS2026348,2.22,0.7,0.73,0.9,0.88,1,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,High risk,5,1,1,4,2,4,4,1,3,4,4,4,1,3,4,3,2,2,1,4,4,3,4,3,3,3,2,4,1,4,2,4,4,1,3,1,2,2,2,5,2,5,Not At-Risk
HS2026349,2.61,0.9,0.69,1,0.92,1,Rarely,21-23 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,3,2,2,5,5,2,2,4,3,4,4,4,4,3,5,4,2,3,2,3,3,1,4,5,2,4,1,5,2,5,5,2,2,4,3,3,3,2,2,4,1,3,At-Risk
HS2026350,3,1,0.68,0.79,0.76,0.7,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,5-6 hours,Low risk,2,3,4,4,1,3,3,5,4,2,2,5,1,4,2,3,5,1,1,4,4,2,3,2,5,5,1,4,4,4,1,3,3,5,4,4,2,4,1,2,2,2,Not At-Risk
HS2026351,2.76,0.68,0.84,0.96,0.84,0.69,Rarely,27-29 years,Male,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,More than 4 hours,4-5 hours,Moderate risk,4,4,2,2,3,3,2,1,1,1,1,2,2,4,5,3,3,3,2,4,2,2,2,3,2,2,3,2,2,2,3,3,2,1,1,2,4,4,2,2,4,4,At-Risk
HS2026352,2.85,0.98,0.78,0.92,0.89,0.7,Almost never,27-29 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,2-3 hours,6-7 hours,Low risk,3,3,1,2,1,5,4,3,3,5,3,1,4,3,3,2,2,5,2,3,3,3,5,3,2,2,2,2,1,2,1,5,4,3,3,2,3,5,2,2,3,3,Not At-Risk
HS2026353,3.06,0.78,0.7,1,0.72,0.69,Sometimes,21-23 years,Male,300,BSc Nursing,High income,Never,Yes - more than 20 hours/week,1-2 hours,4-5 hours,Very low risk,5,2,5,3,3,4,1,3,2,3,3,2,2,2,2,3,4,3,3,4,3,1,2,3,4,3,1,4,5,3,3,4,1,3,2,5,2,4,3,5,4,5,Not At-Risk
HS2026354,3.07,0.69,0.9,0.89,0.95,0.79,Sometimes,30-35 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,More than 4 hours,Less than 4 hours,Low risk,3,3,4,1,1,2,1,5,2,1,1,1,4,2,4,4,2,3,1,5,5,4,3,3,5,1,1,3,4,1,1,2,1,5,2,3,5,4,2,5,2,3,Not At-Risk
HS2026355,2.89,0.6,1,0.9,1,0.69,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,6-7 hours,Low risk,3,1,2,3,3,4,3,2,3,2,1,3,3,3,1,1,2,5,3,3,3,2,1,3,3,4,3,2,2,3,3,4,3,2,3,4,2,3,2,5,4,3,Not At-Risk
HS2026356,2.22,0.79,0.79,1,0.85,1,Rarely,18-20 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,4-5 hours,High risk,2,4,3,2,2,2,2,2,2,4,4,1,4,4,3,1,3,5,4,3,5,4,4,3,2,3,2,3,3,2,2,2,2,2,2,4,4,2,4,2,4,2,At-Risk
HS2026357,2.28,0.89,0.96,1,0.94,0.79,Rarely,18-20 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,High risk,4,1,2,3,2,4,4,4,3,1,2,4,5,4,3,5,3,3,3,1,3,4,4,3,2,2,4,1,2,3,2,4,4,4,3,4,3,5,4,3,4,4,At-Risk
HS2026358,2.56,0.91,0.92,0.7,0.88,0.9,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Very low risk,3,3,2,3,2,4,2,4,3,3,3,1,4,1,2,2,2,1,5,2,3,2,1,4,5,4,2,3,2,3,2,4,2,4,3,2,4,3,5,3,2,3,At-Risk
HS2026359,2.69,0.66,1,0.69,0.9,0.9,Almost never,21-23 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,5,2,1,5,5,3,2,1,4,2,1,3,3,5,4,1,2,4,5,3,2,4,5,2,5,5,2,2,1,5,5,3,2,1,4,4,4,2,2,1,4,5,Not At-Risk
